Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
second-round,04/09/2007,23:00,LAS PALMAS,1,0,REAL SOCIEDAD,,,,,3.0,0.0,2007
second-round,05/09/2007,20:00,VALLE EGUES,1,2,BURGOS,,,,,0.0,3.0,2007
second-round,05/09/2007,20:30,L HOSPITALET,1,0,HUESCA,,,,,3.0,0.0,2007
second-round,05/09/2007,21:00,REAL UNION,,,VECINDARIO,,,,,,,2007
second-round,05/09/2007,21:00,UNIV. LAS PALMAS,0,1,ALICANTE,,,,,0.0,3.0,2007
second-round,05/09/2007,21:30,ALAVES,1,0,GIMNASTIC,,,,,3.0,0.0,2007
second-round,05/09/2007,21:45,PUERTOLLANO,1,1,BADALONA,2,1,,,3.0,0.0,2007
second-round,05/09/2007,21:45,SALAMANCA,1,2,ELCHE,,,,,0.0,3.0,2007
second-round,05/09/2007,22:00,ALGECIRAS,0,1,DENIA,,,,,0.0,3.0,2007
second-round,05/09/2007,22:00,REAL JAEN,0,0,RAYO VALLECANO,0,2,,,0.0,3.0,2007
second-round,05/09/2007,22:00,SAN ISIDRO,2,5,PORTUENSE,,,,,0.0,3.0,2007
second-round,05/09/2007,22:00,PONTEVEDRA,1,0,CARTAGENA,,,,,3.0,0.0,2007
second-round,05/09/2007,22:00,TALAVERA,1,1,BARAKALDO,2,1,,,3.0,0.0,2007
second-round,05/09/2007,22:00,ALCOYANO,2,0,CONQUENSE,,,,,3.0,0.0,2007
second-round,05/09/2007,22:00,MALAGA,2,1,CELTA VIGO,,,,,3.0,0.0,2007
second-round,05/09/2007,22:00,ALBACETE,1,0,CASTELLON,,,,,3.0,0.0,2007
second-round,05/09/2007,22:00,CORDOBA,1,1,CADIZ,2,3,,,0.0,3.0,2007
second-round,05/09/2007,22:00,XEREZ,3,1,RACING DE FERROL,,,,,3.0,0.0,2007
second-round,05/09/2007,22:15,PALENCIA,0,0,PONFERRADINA,0,0,4,5,0.0,3.0,2007
second-round,05/09/2007,22:20,GRANADA 74,1,0,SPORTING GIJON,,,,,3.0,0.0,2007
second-round,05/09/2007,22:30,HERCULES,2,0,NUMANCIA,,,,,3.0,0.0,2007
second-round,05/09/2007,23:00,TENERIFE,1,0,EJIDO,,,,,3.0,0.0,2007
third-round,10/10/2007,21:00,REAL UNION,2,1,L HOSPITALET,,,,,3.0,0.0,2007
third-round,10/10/2007,21:30,BURGOS,2,0,PONFERRADINA,,,,,3.0,0.0,2007
third-round,10/10/2007,21:45,DENIA,3,1,PORTUENSE,,,,,3.0,0.0,2007
third-round,10/10/2007,22:00,PONTEVEDRA,2,0,PUERTOLLANO,,,,,3.0,0.0,2007
third-round,10/10/2007,22:00,TALAVERA,0,2,ALICANTE,,,,,0.0,3.0,2007
third-round,10/10/2007,22:00,ALBACETE,0,2,XEREZ,,,,,0.0,3.0,2007
third-round,10/10/2007,22:00,ALCOYANO,1,1,RAYO VALLECANO,1,1,4,2,3.0,0.0,2007
third-round,10/10/2007,22:00,ELCHE,1,1,EIBAR,2,1,,,3.0,0.0,2007
third-round,10/10/2007,22:00,CADIZ,2,3,GRANADA 74,,,,,0.0,3.0,2007
third-round,10/10/2007,22:30,HERCULES,2,1,ALAVES,,,,,3.0,0.0,2007
third-round,10/10/2007,23:00,TENERIFE,1,2,MALAGA,,,,,0.0,3.0,2007
round-32,13/11/2007,22:00,ALCOYANO,0,3,BARCELONA,,,,,0.0,3.0,2007
round-32,13/11/2007,22:00,DENIA,1,1,SEVILLA,,,,,1.0,1.0,2007
round-32,13/11/2007,22:30,HERCULES,2,2,ATHLETIC BILBAO,,,,,1.0,1.0,2007
round-32,14/11/2007,21:00,VALLADOLID,1,1,MURCIA,,,,,1.0,1.0,2007
round-32,14/11/2007,21:30,PONTEVEDRA,1,0,ZARAGOZA,,,,,3.0,0.0,2007
round-32,14/11/2007,22:00,XEREZ,0,1,RECREATIVO HUELVA,,,,,0.0,3.0,2007
round-32,14/11/2007,22:00,MALAGA,0,0,RACING SANTANDER,,,,,1.0,1.0,2007
round-32,14/11/2007,22:30,LEVANTE,2,1,ALMERIA,,,,,3.0,0.0,2007
round-32,14/11/2007,23:00,LAS PALMAS,2,4,VILLARREAL,,,,,0.0,3.0,2007
round-32,12/12/2007,21:45,BURGOS,0,1,GETAFE,,,,,0.0,3.0,2007
round-32,12/12/2007,22:00,GRANADA 74,1,2,ATLETICO MADRID,,,,,0.0,3.0,2007
round-32,12/12/2007,22:30,ELCHE,1,1,BETIS,,,,,1.0,1.0,2007
round-32,12/12/2007,22:30,OSASUNA,2,0,MALLORCA,,,,,3.0,0.0,2007
round-32,19/12/2007,21:45,ESPANYOL,1,1,DEPORTIVO LA CORUNA,,,,,1.0,1.0,2007
round-32,19/12/2007,21:45,ALICANTE,1,1,REAL MADRID,,,,,1.0,1.0,2007
round-32,19/12/2007,22:30,REAL UNION,1,2,VALENCIA,,,,,0.0,3.0,2007
round-32,02/01/2008,18:00,GETAFE,4,1,BURGOS,,,,,3.0,0.0,2007
round-32,02/01/2008,19:00,BARCELONA,2,2,ALCOYANO,,,,,1.0,1.0,2007
round-32,02/01/2008,21:00,VILLARREAL,2,1,LAS PALMAS,,,,,3.0,0.0,2007
round-32,02/01/2008,21:00,REAL MADRID,2,1,ALICANTE,,,,,3.0,0.0,2007
round-32,02/01/2008,21:45,MURCIA,2,3,VALLADOLID,,,,,0.0,3.0,2007
round-32,02/01/2008,21:45,RECREATIVO HUELVA,1,1,XEREZ,,,,,1.0,1.0,2007
round-32,02/01/2008,22:00,DEPORTIVO LA CORUNA,1,1,ESPANYOL,1,2,,,0.0,3.0,2007
round-32,02/01/2008,22:00,RACING SANTANDER,2,0,MALAGA,,,,,3.0,0.0,2007
round-32,02/01/2008,22:00,BETIS,3,0,ELCHE,,,,,3.0,0.0,2007
round-32,02/01/2008,22:00,ATLETICO MADRID,1,1,GRANADA 74,,,,,1.0,1.0,2007
round-32,02/01/2008,22:00,SEVILLA,4,3,DENIA,,,,,3.0,0.0,2007
round-32,02/01/2008,22:30,MALLORCA,4,0,OSASUNA,,,,,3.0,0.0,2007
round-32,02/01/2008,23:00,ATHLETIC BILBAO,2,0,HERCULES,,,,,3.0,0.0,2007
round-32,02/01/2008,23:00,VALENCIA,3,0,REAL UNION,,,,,3.0,0.0,2007
round-32,03/01/2008,21:30,ALMERIA,1,1,LEVANTE,,,,,1.0,1.0,2007
round-32,03/01/2008,22:00,ZARAGOZA,3,1,PONTEVEDRA,,,,,3.0,0.0,2007
round-16,09/01/2008,21:00,GETAFE,3,0,LEVANTE,,,,,3.0,0.0,2007
round-16,09/01/2008,21:00,ATHLETIC BILBAO,1,1,ESPANYOL,,,,,1.0,1.0,2007
round-16,09/01/2008,21:00,BETIS,1,2,VALENCIA,,,,,0.0,3.0,2007
round-16,09/01/2008,21:00,RECREATIVO HUELVA,1,0,VILLARREAL,,,,,3.0,0.0,2007
round-16,09/01/2008,21:00,ZARAGOZA,1,1,RACING SANTANDER,,,,,1.0,1.0,2007
round-16,09/01/2008,23:00,SEVILLA,1,1,BARCELONA,,,,,1.0,1.0,2007
round-16,10/01/2008,21:00,ATLETICO MADRID,0,0,VALLADOLID,,,,,1.0,1.0,2007
round-16,10/01/2008,23:00,MALLORCA,2,1,REAL MADRID,,,,,3.0,0.0,2007
round-16,15/01/2008,22:00,BARCELONA,0,0,SEVILLA,,,,,1.0,1.0,2007
round-16,16/01/2008,21:00,VILLARREAL,1,0,RECREATIVO HUELVA,2,0,,,3.0,0.0,2007
round-16,16/01/2008,21:00,LEVANTE,0,1,GETAFE,,,,,0.0,3.0,2007
round-16,16/01/2008,21:00,VALLADOLID,1,1,ATLETICO MADRID,,,,,1.0,1.0,2007
round-16,16/01/2008,21:00,RACING SANTANDER,4,2,ZARAGOZA,,,,,3.0,0.0,2007
round-16,16/01/2008,21:00,ESPANYOL,1,1,ATHLETIC BILBAO,1,1,3,4,0.0,3.0,2007
round-16,16/01/2008,22:00,REAL MADRID,0,1,MALLORCA,,,,,0.0,3.0,2007
round-16,16/01/2008,23:00,VALENCIA,2,1,BETIS,,,,,3.0,0.0,2007
quarter-finals,23/01/2008,21:00,GETAFE,1,0,MALLORCA,,,,,3.0,0.0,2007
quarter-finals,23/01/2008,23:00,VALENCIA,1,0,ATLETICO MADRID,,,,,3.0,0.0,2007
quarter-finals,24/01/2008,21:00,RACING SANTANDER,2,0,ATHLETIC BILBAO,,,,,3.0,0.0,2007
quarter-finals,24/01/2008,23:00,VILLARREAL,0,0,BARCELONA,,,,,1.0,1.0,2007
quarter-finals,30/01/2008,21:45,ATLETICO MADRID,3,2,VALENCIA,,,,,3.0,0.0,2007
quarter-finals,30/01/2008,22:00,MALLORCA,2,1,GETAFE,,,,,3.0,0.0,2007
quarter-finals,31/01/2008,21:00,ATHLETIC BILBAO,3,3,RACING SANTANDER,,,,,1.0,1.0,2007
quarter-finals,31/01/2008,23:00,BARCELONA,1,0,VILLARREAL,,,,,3.0,0.0,2007
semi-finals,27/02/2008,23:00,BARCELONA,1,1,VALENCIA,,,,,1.0,1.0,2007
semi-finals,28/02/2008,22:00,GETAFE,3,1,RACING SANTANDER,,,,,3.0,0.0,2007
semi-finals,19/03/2008,21:45,RACING SANTANDER,1,1,GETAFE,,,,,1.0,1.0,2007
semi-finals,20/03/2008,21:45,VALENCIA,3,2,BARCELONA,,,,,3.0,0.0,2007
final,16/04/2008,23:00,VALENCIA,3,1,GETAFE,,,,,3.0,0.0,2007
