Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
third-round,06/01/2004,21:00,ATLETICO MADRID,0,0,DEPORTIVO LA CORUNA,,,,,1.0,1.0,2003
third-round,07/01/2004,21:00,MALAGA,0,1,CELTA VIGO,,,,,0.0,3.0,2003
third-round,07/01/2004,21:00,ZARAGOZA,3,1,BETIS,,,,,3.0,0.0,2003
third-round,07/01/2004,21:00,ALAVES,0,0,VALLADOLID,,,,,1.0,1.0,2003
third-round,07/01/2004,22:30,VALENCIA,2,2,OSASUNA,,,,,1.0,1.0,2003
third-round,07/01/2004,22:30,EIBAR,1,1,REAL MADRID,,,,,1.0,1.0,2003
third-round,08/01/2004,21:00,VILLARREAL,1,3,SEVILLA,,,,,0.0,3.0,2003
third-round,08/01/2004,22:00,LEVANTE,1,0,BARCELONA,,,,,3.0,0.0,2003
third-round,13/01/2004,21:30,REAL MADRID,2,0,EIBAR,,,,,3.0,0.0,2003
third-round,14/01/2004,21:00,BETIS,1,1,ZARAGOZA,,,,,1.0,1.0,2003
third-round,14/01/2004,21:00,CELTA VIGO,2,2,MALAGA,,,,,1.0,1.0,2003
third-round,14/01/2004,21:00,VALLADOLID,1,1,ALAVES,,,,,1.0,1.0,2003
third-round,14/01/2004,22:30,OSASUNA,0,2,VALENCIA,,,,,0.0,3.0,2003
third-round,14/01/2004,22:30,BARCELONA,3,1,LEVANTE,,,,,3.0,0.0,2003
third-round,15/01/2004,22:00,SEVILLA,0,2,VILLARREAL,,,,,0.0,3.0,2003
third-round,15/01/2004,22:00,DEPORTIVO LA CORUNA,1,1,ATLETICO MADRID,,,,,1.0,1.0,2003
round-32,16/12/2003,21:00,ALAVES,2,1,REAL SOCIEDAD,,,,,3.0,0.0,2003
round-32,16/12/2003,21:00,CELTA VIGO,3,1,ESPANYOL,,,,,3.0,0.0,2003
round-32,16/12/2003,22:30,ALGECIRAS,0,1,VILLARREAL,,,,,0.0,3.0,2003
round-32,16/12/2003,22:30,CULTURAL LEONESA,0,1,ATLETICO MADRID,,,,,0.0,3.0,2003
round-32,17/12/2003,20:30,LEVANTE,2,0,MALLORCA,,,,,3.0,0.0,2003
round-32,17/12/2003,21:00,SALAMANCA,2,2,ZARAGOZA,,,,,1.0,1.0,2003
round-32,17/12/2003,21:00,XEREZ,0,1,MALAGA,,,,,0.0,3.0,2003
round-32,17/12/2003,21:00,CORDOBA,1,3,BETIS,,,,,0.0,3.0,2003
round-32,17/12/2003,21:15,GIMNASTIC,1,2,DEPORTIVO LA CORUNA,,,,,0.0,3.0,2003
round-32,17/12/2003,21:30,EIBAR,0,0,RACING SANTANDER,,,,,1.0,1.0,2003
round-32,17/12/2003,22:30,CIUDAD DE MURCIA,0,4,BARCELONA,,,,,0.0,3.0,2003
round-32,17/12/2003,22:30,VALENCIA,2,0,MURCIA,,,,,3.0,0.0,2003
round-32,17/12/2003,22:30,CADIZ,1,2,OSASUNA,,,,,0.0,3.0,2003
round-32,17/12/2003,22:30,ALMERIA,1,3,VALLADOLID,,,,,0.0,3.0,2003
round-32,17/12/2003,23:00,LANZAROTE,0,1,SEVILLA,,,,,0.0,3.0,2003
round-32,18/12/2003,22:00,LEGANES,3,3,REAL MADRID,,,,,1.0,1.0,2003
quarter-finals,21/01/2004,21:00,SEVILLA,4,0,ATLETICO MADRID,,,,,3.0,0.0,2003
quarter-finals,21/01/2004,22:30,REAL MADRID,3,0,VALENCIA,,,,,3.0,0.0,2003
quarter-finals,22/01/2004,21:00,ALAVES,4,2,CELTA VIGO,,,,,3.0,0.0,2003
quarter-finals,22/01/2004,22:30,BARCELONA,0,1,ZARAGOZA,,,,,0.0,3.0,2003
quarter-finals,28/01/2004,21:00,ATLETICO MADRID,1,2,SEVILLA,,,,,0.0,3.0,2003
quarter-finals,28/01/2004,21:00,CELTA VIGO,1,0,ALAVES,,,,,3.0,0.0,2003
quarter-finals,28/01/2004,22:30,VALENCIA,1,2,REAL MADRID,,,,,0.0,3.0,2003
quarter-finals,29/01/2004,22:00,ZARAGOZA,1,1,BARCELONA,,,,,1.0,1.0,2003
semi-finals,04/02/2004,22:00,REAL MADRID,2,0,SEVILLA,,,,,3.0,0.0,2003
semi-finals,05/02/2004,22:00,ALAVES,1,1,ZARAGOZA,,,,,1.0,1.0,2003
semi-finals,11/02/2004,22:10,SEVILLA,1,0,REAL MADRID,,,,,3.0,0.0,2003
semi-finals,12/02/2004,22:00,ZARAGOZA,0,0,ALAVES,,,,,1.0,1.0,2003
final,17/03/2004,22:00,REAL MADRID,2,2,ZARAGOZA,2,3,,,0.0,3.0,2003
