Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
first-round,11/09/2020,21:45,EINTRACHT BRAUNSCHWEIG,5,4,HERTHA BERLIN,,,,,3.0,0.0,2020
first-round,11/09/2020,21:45,TSV HAVELSE,1,5,FSV MAINZ 05,,,,,0.0,3.0,2020
first-round,12/09/2020,16:30,FV ENGERS,0,3,VfL BOCHUM,,,,,0.0,3.0,2020
first-round,12/09/2020,16:30,UNION FURSTENWALDE,1,4,VfL WOLFSBURG,,,,,0.0,3.0,2020
first-round,12/09/2020,16:30,SV TODESFELDE-LUEBECK,0,1,VfL OSNABRUCK,,,,,0.0,3.0,2020
first-round,12/09/2020,16:30,RSV MEINERZHAGEN,1,1,SpVgg GREUTHER FURTH,1,6,,,0.0,3.0,2020
first-round,12/09/2020,16:30,FC OBERNEULAND,0,8,BORUSSIA MONCHENGLADBACH,,,,,0.0,3.0,2020
first-round,12/09/2020,16:30,VSG ALTGLIENICKE,0,6,FC KOLN,,,,,0.0,3.0,2020
first-round,12/09/2020,16:30,MTV EINTRACHT CELLE,0,7,FC AUGSBURG,,,,,0.0,3.0,2020
first-round,12/09/2020,16:30,TSV 1860 MUNICH,1,2,EINTRACHT FRANKFURT,,,,,0.0,3.0,2020
first-round,12/09/2020,16:30,FC NURNBERG,0,3,RB LEIPZIG,,,,,0.0,3.0,2020
first-round,12/09/2020,19:30,SSV ULM 1846,2,0,ERZGEBIRGE AUE,,,,,3.0,0.0,2020
first-round,12/09/2020,19:30,FC INGOLSTADT 04,0,1,FORTUNA DUSSELDORF,,,,,0.0,3.0,2020
first-round,12/09/2020,19:30,KARLSRUHER SC,0,0,UNION BERLIN,0,1,,,0.0,3.0,2020
first-round,12/09/2020,21:45,CARL ZEISS JENA,0,2,WERDER BREMEN,,,,,0.0,3.0,2020
first-round,13/09/2020,16:30,TSV STEINBACH,1,2,SV SANDHAUSEN,,,,,0.0,3.0,2020
first-round,13/09/2020,16:30,SC WIEDENBRUCK 2000,0,5,SC PADERBORN 07,,,,,0.0,3.0,2020
first-round,13/09/2020,16:30,SV ELVERSBERG,4,2,FC ST. PAULI,,,,,3.0,0.0,2020
first-round,13/09/2020,16:30,EINTRACHT NORDERSTEDT,0,7,BAYER LEVERKUSEN,,,,,0.0,3.0,2020
first-round,13/09/2020,16:30,FC RIELASINGEN-ARLEN,1,7,HOLSTEIN KIEL,,,,,0.0,3.0,2020
first-round,13/09/2020,16:30,HANSA ROSTOCK,0,1,VfB STUTTGART,,,,,0.0,3.0,2020
first-round,13/09/2020,16:30,CHEMNITZER FC,1,1,1899 HOFFENHEIM,2,2,2,3,0.0,3.0,2020
first-round,13/09/2020,16:30,FC KAISERSLAUTERN,1,1,JAHN REGENSBURG,1,1,3,4,0.0,3.0,2020
first-round,13/09/2020,19:30,WALDHOF MANNHEIM,1,2,SC FREIBURG,,,,,0.0,3.0,2020
first-round,13/09/2020,19:30,FC MAGDEBURG,2,2,SV DARMSTADT 98,2,3,,,0.0,3.0,2020
first-round,13/09/2020,19:30,SV WEHEN,1,0,FC HEIDENHEIM,,,,,3.0,0.0,2020
first-round,14/09/2020,19:30,FC WURZBURGER KICKERS,2,3,HANNOVER 96,,,,,0.0,3.0,2020
first-round,14/09/2020,19:30,DYNAMO DRESDEN,4,1,HAMBURGER SV,,,,,3.0,0.0,2020
first-round,14/09/2020,19:30,ROT-WEISS ESSEN,1,0,ARMINIA BIELEFELD,,,,,3.0,0.0,2020
