Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
first-round,15/08/2014,20:00,ALEMANNIA WALDALGES.,0,6,BAYER LEVERKUSEN,,,,,0.0,3.0,2014
first-round,15/08/2014,20:00,CHEMNITZER FC,3,3,FSV MAINZ 05,5,5,5,4,3.0,0.0,2014
first-round,15/08/2014,21:00,MSV DUISBURG,1,0,FC NURNBERG,,,,,3.0,0.0,2014
first-round,16/08/2014,16:30,FC VIKTORIA KOLN,2,4,HERTHA BERLIN,,,,,0.0,3.0,2014
first-round,16/08/2014,16:30,FC 08 HOMBURG,1,3,BORUSSIA MONCHENGLADBACH,,,,,0.0,3.0,2014
first-round,16/08/2014,16:30,SV WALDKIRCH,0,3,SpVgg GREUTHER FURTH,,,,,0.0,3.0,2014
first-round,16/08/2014,16:30,STUTTGARTER KICKERS,1,4,BORUSSIA DORTMUND,,,,,0.0,3.0,2014
first-round,16/08/2014,16:30,OPTIK RATHENOW,1,3,FC ST. PAULI,,,,,0.0,3.0,2014
first-round,16/08/2014,16:30,VfL BOCHUM,2,0,VfB STUTTGART,,,,,3.0,0.0,2014
first-round,16/08/2014,16:30,SV BREMER,0,1,EINTRACHT BRAUNSCHWEIG,,,,,0.0,3.0,2014
first-round,16/08/2014,16:30,FT BRAUNSCHWEIG,0,4,FC KOLN,,,,,0.0,3.0,2014
first-round,16/08/2014,16:30,FC ASTORIA WALLDORF,1,3,HANNOVER 96,,,,,0.0,3.0,2014
first-round,16/08/2014,19:00,SV WEHEN,0,0,FC KAISERSLAUTERN,0,0,3,5,0.0,3.0,2014
first-round,16/08/2014,21:30,VIKTORIA BERLIN,0,2,EINTRACHT FRANKFURT,,,,,0.0,3.0,2014
first-round,16/08/2014,21:30,SPORTFREUNDE SIEGEN,2,2,FSV FRANKFURT,3,3,4,5,0.0,3.0,2014
first-round,17/08/2014,15:30,FV ILLERTISSEN,1,1,WERDER BREMEN,2,3,,,0.0,3.0,2014
first-round,17/08/2014,15:30,HOLSTEIN KIEL,1,2,TSV 1860 MUNICH,,,,,0.0,3.0,2014
first-round,17/08/2014,15:30,CARL ZEISS JENA,0,1,ERZGEBIRGE AUE,,,,,0.0,3.0,2014
first-round,17/08/2014,15:30,SCHWARZ-WEISS REHDEN,1,1,VfR AALEN,1,1,3,4,0.0,3.0,2014
first-round,17/08/2014,15:30,USC PALOMA,0,9,1899 HOFFENHEIM,,,,,0.0,3.0,2014
first-round,17/08/2014,17:00,ARMINIA BIELEFELD,4,1,SV SANDHAUSEN,,,,,3.0,0.0,2014
first-round,17/08/2014,17:00,EINTRACHT TRIER,0,2,SC FREIBURG,,,,,0.0,3.0,2014
first-round,17/08/2014,17:00,PREUSSEN MUNSTER,1,4,BAYERN MUNICH,,,,,0.0,3.0,2014
