Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
ROUND 1,30/08/2014,19:00,CHIEVO,0,1,JUVENTUS,,,,,0.0,3.0,2014
ROUND 1,30/08/2014,21:45,ROMA,2,0,FIORENTINA,,,,,3.0,0.0,2014
ROUND 1,31/08/2014,19:00,AC MILAN,3,1,LAZIO,,,,,3.0,0.0,2014
ROUND 1,31/08/2014,19:00,ATALANTA,0,0,VERONA,,,,,1.0,1.0,2014
ROUND 1,31/08/2014,21:45,GENOA,1,2,NAPOLI,,,,,0.0,3.0,2014
ROUND 1,31/08/2014,21:45,CESENA,1,0,PARMA,,,,,3.0,0.0,2014
ROUND 1,31/08/2014,21:45,TORINO,0,0,INTER,,,,,1.0,1.0,2014
ROUND 1,31/08/2014,21:45,UDINESE,2,0,EMPOLI,,,,,3.0,0.0,2014
ROUND 1,31/08/2014,21:45,SASSUOLO,1,1,CAGLIARI,,,,,1.0,1.0,2014
ROUND 1,31/08/2014,21:45,PALERMO,1,1,SAMPDORIA,,,,,1.0,1.0,2014
ROUND 2,13/09/2014,19:00,EMPOLI,0,1,ROMA,,,,,0.0,3.0,2014
ROUND 2,13/09/2014,21:45,JUVENTUS,2,0,UDINESE,,,,,3.0,0.0,2014
ROUND 2,14/09/2014,13:30,SAMPDORIA,2,0,TORINO,,,,,3.0,0.0,2014
ROUND 2,14/09/2014,16:00,NAPOLI,0,1,CHIEVO,,,,,0.0,3.0,2014
ROUND 2,14/09/2014,16:00,LAZIO,3,0,CESENA,,,,,3.0,0.0,2014
ROUND 2,14/09/2014,16:00,INTER,7,0,SASSUOLO,,,,,3.0,0.0,2014
ROUND 2,14/09/2014,16:00,FIORENTINA,0,0,GENOA,,,,,1.0,1.0,2014
ROUND 2,14/09/2014,16:00,CAGLIARI,1,2,ATALANTA,,,,,0.0,3.0,2014
ROUND 2,14/09/2014,21:45,PARMA,4,5,AC MILAN,,,,,0.0,3.0,2014
ROUND 2,15/09/2014,21:45,VERONA,2,1,PALERMO,,,,,3.0,0.0,2014
ROUND 3,20/09/2014,19:00,CESENA,2,2,EMPOLI,,,,,1.0,1.0,2014
ROUND 3,20/09/2014,21:45,AC MILAN,0,1,JUVENTUS,,,,,0.0,3.0,2014
ROUND 3,21/09/2014,13:30,CHIEVO,2,3,PARMA,,,,,0.0,3.0,2014
ROUND 3,21/09/2014,16:00,SASSUOLO,0,0,SAMPDORIA,,,,,1.0,1.0,2014
ROUND 3,21/09/2014,16:00,ROMA,2,0,CAGLIARI,,,,,3.0,0.0,2014
ROUND 3,21/09/2014,16:00,GENOA,1,0,LAZIO,,,,,3.0,0.0,2014
ROUND 3,21/09/2014,19:00,UDINESE,1,0,NAPOLI,,,,,3.0,0.0,2014
ROUND 3,21/09/2014,19:00,ATALANTA,0,1,FIORENTINA,,,,,0.0,3.0,2014
ROUND 3,21/09/2014,21:45,TORINO,0,1,VERONA,,,,,0.0,3.0,2014
ROUND 3,21/09/2014,21:45,PALERMO,1,1,INTER,,,,,1.0,1.0,2014
ROUND 4,23/09/2014,21:45,EMPOLI,2,2,AC MILAN,,,,,1.0,1.0,2014
ROUND 4,24/09/2014,21:45,INTER,2,0,ATALANTA,,,,,3.0,0.0,2014
ROUND 4,24/09/2014,21:45,VERONA,2,2,GENOA,,,,,1.0,1.0,2014
ROUND 4,24/09/2014,21:45,SAMPDORIA,2,1,CHIEVO,,,,,3.0,0.0,2014
ROUND 4,24/09/2014,21:45,NAPOLI,3,3,PALERMO,,,,,1.0,1.0,2014
ROUND 4,24/09/2014,21:45,PARMA,1,2,ROMA,,,,,0.0,3.0,2014
ROUND 4,24/09/2014,21:45,JUVENTUS,3,0,CESENA,,,,,3.0,0.0,2014
ROUND 4,24/09/2014,21:45,FIORENTINA,0,0,SASSUOLO,,,,,1.0,1.0,2014
ROUND 4,24/09/2014,21:45,CAGLIARI,1,2,TORINO,,,,,0.0,3.0,2014
ROUND 4,25/09/2014,21:45,LAZIO,0,1,UDINESE,,,,,0.0,3.0,2014
ROUND 5,27/09/2014,19:00,ROMA,2,0,VERONA,,,,,3.0,0.0,2014
ROUND 5,27/09/2014,21:45,ATALANTA,0,3,JUVENTUS,,,,,0.0,3.0,2014
ROUND 5,28/09/2014,13:30,SASSUOLO,0,1,NAPOLI,,,,,0.0,3.0,2014
ROUND 5,28/09/2014,16:00,INTER,1,4,CAGLIARI,,,,,0.0,3.0,2014
ROUND 5,28/09/2014,16:00,CESENA,1,1,AC MILAN,,,,,1.0,1.0,2014
ROUND 5,28/09/2014,16:00,CHIEVO,1,1,EMPOLI,,,,,1.0,1.0,2014
ROUND 5,28/09/2014,16:00,TORINO,1,1,FIORENTINA,,,,,1.0,1.0,2014
ROUND 5,28/09/2014,21:45,GENOA,0,1,SAMPDORIA,,,,,0.0,3.0,2014
ROUND 5,29/09/2014,20:00,UDINESE,4,2,PARMA,,,,,3.0,0.0,2014
ROUND 5,29/09/2014,22:00,PALERMO,0,4,LAZIO,,,,,0.0,3.0,2014
ROUND 6,04/10/2014,19:00,VERONA,1,0,CAGLIARI,,,,,3.0,0.0,2014
ROUND 6,04/10/2014,21:45,AC MILAN,2,0,CHIEVO,,,,,3.0,0.0,2014
ROUND 6,05/10/2014,13:30,EMPOLI,3,0,PALERMO,,,,,3.0,0.0,2014
ROUND 6,05/10/2014,16:00,PARMA,1,2,GENOA,,,,,0.0,3.0,2014
ROUND 6,05/10/2014,16:00,LAZIO,3,2,SASSUOLO,,,,,3.0,0.0,2014
ROUND 6,05/10/2014,16:00,SAMPDORIA,1,0,ATALANTA,,,,,3.0,0.0,2014
ROUND 6,05/10/2014,16:00,UDINESE,1,1,CESENA,,,,,1.0,1.0,2014
ROUND 6,05/10/2014,19:00,JUVENTUS,3,2,ROMA,,,,,3.0,0.0,2014
ROUND 6,05/10/2014,21:45,FIORENTINA,3,0,INTER,,,,,3.0,0.0,2014
ROUND 6,05/10/2014,21:45,NAPOLI,2,1,TORINO,,,,,3.0,0.0,2014
ROUND 7,18/10/2014,19:00,ROMA,3,0,CHIEVO,,,,,3.0,0.0,2014
ROUND 7,18/10/2014,21:45,SASSUOLO,1,1,JUVENTUS,,,,,1.0,1.0,2014
ROUND 7,19/10/2014,13:30,FIORENTINA,0,2,LAZIO,,,,,0.0,3.0,2014
ROUND 7,19/10/2014,16:00,TORINO,1,0,UDINESE,,,,,3.0,0.0,2014
ROUND 7,19/10/2014,16:00,ATALANTA,1,0,PARMA,,,,,3.0,0.0,2014
ROUND 7,19/10/2014,16:00,CAGLIARI,2,2,SAMPDORIA,,,,,1.0,1.0,2014
ROUND 7,19/10/2014,16:00,PALERMO,2,1,CESENA,,,,,3.0,0.0,2014
ROUND 7,19/10/2014,16:00,VERONA,1,3,AC MILAN,,,,,0.0,3.0,2014
ROUND 7,19/10/2014,21:45,INTER,2,2,NAPOLI,,,,,1.0,1.0,2014
ROUND 7,20/10/2014,21:45,GENOA,1,1,EMPOLI,,,,,1.0,1.0,2014
ROUND 8,25/10/2014,16:00,EMPOLI,0,4,CAGLIARI,,,,,0.0,3.0,2014
ROUND 8,25/10/2014,19:00,PARMA,1,3,SASSUOLO,,,,,0.0,3.0,2014
ROUND 8,25/10/2014,21:45,SAMPDORIA,0,0,ROMA,,,,,1.0,1.0,2014
ROUND 8,26/10/2014,16:00,UDINESE,2,0,ATALANTA,,,,,3.0,0.0,2014
ROUND 8,26/10/2014,16:00,JUVENTUS,2,0,PALERMO,,,,,3.0,0.0,2014
ROUND 8,26/10/2014,16:00,CHIEVO,1,2,GENOA,,,,,0.0,3.0,2014
ROUND 8,26/10/2014,19:00,NAPOLI,6,2,VERONA,,,,,3.0,0.0,2014
ROUND 8,26/10/2014,19:00,CESENA,0,1,INTER,,,,,0.0,3.0,2014
ROUND 8,26/10/2014,19:00,LAZIO,2,1,TORINO,,,,,3.0,0.0,2014
ROUND 8,26/10/2014,21:45,AC MILAN,1,1,FIORENTINA,,,,,1.0,1.0,2014
ROUND 9,28/10/2014,21:45,SASSUOLO,3,1,EMPOLI,,,,,3.0,0.0,2014
ROUND 9,29/10/2014,21:45,FIORENTINA,3,0,UDINESE,,,,,3.0,0.0,2014
ROUND 9,29/10/2014,21:45,ATALANTA,1,1,NAPOLI,,,,,1.0,1.0,2014
ROUND 9,29/10/2014,21:45,CAGLIARI,1,1,AC MILAN,,,,,1.0,1.0,2014
ROUND 9,29/10/2014,21:45,GENOA,1,0,JUVENTUS,,,,,3.0,0.0,2014
ROUND 9,29/10/2014,21:45,TORINO,1,0,PARMA,,,,,3.0,0.0,2014
