Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
ROUND 2,14/09/2002,17:00,BOLOGNA,2,1,ROMA,,,,,3.0,0.0,2002
ROUND 2,14/09/2002,17:00,INTER,1,0,TORINO,,,,,3.0,0.0,2002
ROUND 2,14/09/2002,20:00,COMO,0,2,EMPOLI,,,,,0.0,3.0,2002
ROUND 2,14/09/2002,22:30,MODENA,0,3,AC MILAN,,,,,0.0,3.0,2002
ROUND 2,15/09/2002,17:00,UDINESE,1,1,PARMA,,,,,1.0,1.0,2002
ROUND 2,15/09/2002,17:00,JUVENTUS,3,0,ATALANTA,,,,,3.0,0.0,2002
ROUND 2,15/09/2002,17:00,LAZIO,2,3,CHIEVO,,,,,0.0,3.0,2002
ROUND 2,15/09/2002,20:00,PERUGIA,2,0,REGGINA,,,,,3.0,0.0,2002
ROUND 2,15/09/2002,22:30,BRESCIA,1,2,PIACENZA,,,,,0.0,3.0,2002
ROUND 3,21/09/2002,20:00,AC MILAN,3,0,PERUGIA,,,,,3.0,0.0,2002
ROUND 3,21/09/2002,22:30,EMPOLI,0,2,JUVENTUS,,,,,0.0,3.0,2002
ROUND 3,22/09/2002,17:00,TORINO,0,1,LAZIO,,,,,0.0,3.0,2002
ROUND 3,22/09/2002,17:00,ATALANTA,2,2,BOLOGNA,,,,,1.0,1.0,2002
ROUND 3,22/09/2002,17:00,CHIEVO,1,2,BRESCIA,,,,,0.0,3.0,2002
ROUND 3,22/09/2002,17:00,PARMA,2,0,COMO,,,,,3.0,0.0,2002
ROUND 3,22/09/2002,17:00,PIACENZA,2,0,UDINESE,,,,,3.0,0.0,2002
ROUND 3,22/09/2002,17:00,REGGINA,1,2,INTER,,,,,0.0,3.0,2002
ROUND 3,22/09/2002,22:30,ROMA,1,2,MODENA,,,,,0.0,3.0,2002
ROUND 4,28/09/2002,20:00,JUVENTUS,2,2,PARMA,,,,,1.0,1.0,2002
ROUND 4,28/09/2002,22:30,LAZIO,1,1,AC MILAN,,,,,1.0,1.0,2002
ROUND 4,29/09/2002,17:00,COMO,1,1,REGGINA,,,,,1.0,1.0,2002
ROUND 4,29/09/2002,17:00,PERUGIA,1,3,EMPOLI,,,,,0.0,3.0,2002
ROUND 4,29/09/2002,17:00,UDINESE,1,0,ATALANTA,,,,,3.0,0.0,2002
ROUND 4,29/09/2002,17:00,BOLOGNA,1,0,PIACENZA,,,,,3.0,0.0,2002
ROUND 4,29/09/2002,17:00,BRESCIA,2,3,ROMA,,,,,0.0,3.0,2002
ROUND 4,29/09/2002,17:00,MODENA,2,1,TORINO,,,,,3.0,0.0,2002
ROUND 4,29/09/2002,22:30,INTER,2,1,CHIEVO,,,,,3.0,0.0,2002
ROUND 5,05/10/2002,20:00,REGGINA,2,2,BRESCIA,,,,,1.0,1.0,2002
ROUND 5,05/10/2002,22:30,ROMA,4,1,UDINESE,,,,,3.0,0.0,2002
ROUND 5,06/10/2002,17:00,JUVENTUS,1,1,COMO,,,,,1.0,1.0,2002
ROUND 5,06/10/2002,17:00,AC MILAN,6,0,TORINO,,,,,3.0,0.0,2002
ROUND 5,06/10/2002,17:00,PIACENZA,1,4,INTER,,,,,0.0,3.0,2002
ROUND 5,06/10/2002,17:00,CHIEVO,2,0,MODENA,,,,,3.0,0.0,2002
ROUND 5,06/10/2002,17:00,EMPOLI,0,0,BOLOGNA,,,,,1.0,1.0,2002
ROUND 5,06/10/2002,17:00,PARMA,2,2,PERUGIA,,,,,1.0,1.0,2002
ROUND 5,06/10/2002,22:30,ATALANTA,0,1,LAZIO,,,,,0.0,3.0,2002
ROUND 6,19/10/2002,20:00,EMPOLI,1,3,ROMA,,,,,0.0,3.0,2002
ROUND 6,19/10/2002,22:30,INTER,1,1,JUVENTUS,,,,,1.0,1.0,2002
ROUND 6,20/10/2002,17:00,UDINESE,1,0,REGGINA,,,,,3.0,0.0,2002
ROUND 6,20/10/2002,17:00,BOLOGNA,3,0,BRESCIA,,,,,3.0,0.0,2002
ROUND 6,20/10/2002,17:00,COMO,1,1,PIACENZA,,,,,1.0,1.0,2002
ROUND 6,20/10/2002,17:00,TORINO,1,0,CHIEVO,,,,,3.0,0.0,2002
ROUND 6,20/10/2002,17:00,LAZIO,3,0,PERUGIA,,,,,3.0,0.0,2002
