Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
ROUND 1,18/08/2018,19:00,CHIEVO,2,3,JUVENTUS,,,,,0.0,3.0,2018
ROUND 1,18/08/2018,21:30,LAZIO,1,2,NAPOLI,,,,,0.0,3.0,2018
ROUND 1,19/08/2018,19:00,TORINO,0,1,ROMA,,,,,0.0,3.0,2018
ROUND 1,19/08/2018,21:30,EMPOLI,2,0,CAGLIARI,,,,,3.0,0.0,2018
ROUND 1,19/08/2018,21:30,BOLOGNA,0,1,SPAL,,,,,0.0,3.0,2018
ROUND 1,19/08/2018,21:30,SASSUOLO,1,0,INTER,,,,,3.0,0.0,2018
ROUND 1,19/08/2018,21:30,PARMA,2,2,UDINESE,,,,,1.0,1.0,2018
ROUND 1,20/08/2018,21:30,ATALANTA,4,0,FROSINONE,,,,,3.0,0.0,2018
ROUND 2,25/08/2018,19:00,JUVENTUS,2,0,LAZIO,,,,,3.0,0.0,2018
ROUND 2,25/08/2018,21:30,NAPOLI,3,2,AC MILAN,,,,,3.0,0.0,2018
ROUND 2,26/08/2018,19:00,SPAL,1,0,PARMA,,,,,3.0,0.0,2018
ROUND 2,26/08/2018,21:30,UDINESE,1,0,SAMPDORIA,,,,,3.0,0.0,2018
ROUND 2,26/08/2018,21:30,INTER,2,2,TORINO,,,,,1.0,1.0,2018
ROUND 2,26/08/2018,21:30,GENOA,2,1,EMPOLI,,,,,3.0,0.0,2018
ROUND 2,26/08/2018,21:30,FROSINONE,0,0,BOLOGNA,,,,,1.0,1.0,2018
ROUND 2,26/08/2018,21:30,FIORENTINA,6,1,CHIEVO,,,,,3.0,0.0,2018
ROUND 2,26/08/2018,21:30,CAGLIARI,2,2,SASSUOLO,,,,,1.0,1.0,2018
ROUND 2,27/08/2018,21:30,ROMA,3,3,ATALANTA,,,,,1.0,1.0,2018
ROUND 3,31/08/2018,21:30,AC MILAN,2,1,ROMA,,,,,3.0,0.0,2018
ROUND 3,01/09/2018,19:00,BOLOGNA,0,3,INTER,,,,,0.0,3.0,2018
ROUND 3,01/09/2018,21:30,PARMA,1,2,JUVENTUS,,,,,0.0,3.0,2018
ROUND 3,02/09/2018,19:00,FIORENTINA,1,0,UDINESE,,,,,3.0,0.0,2018
ROUND 3,02/09/2018,21:30,LAZIO,1,0,FROSINONE,,,,,3.0,0.0,2018
ROUND 3,02/09/2018,21:30,CHIEVO,0,0,EMPOLI,,,,,1.0,1.0,2018
ROUND 3,02/09/2018,21:30,ATALANTA,0,1,CAGLIARI,,,,,0.0,3.0,2018
ROUND 3,02/09/2018,21:30,TORINO,1,0,SPAL,,,,,3.0,0.0,2018
ROUND 3,02/09/2018,21:30,SASSUOLO,5,3,GENOA,,,,,3.0,0.0,2018
ROUND 3,02/09/2018,21:30,SAMPDORIA,3,0,NAPOLI,,,,,3.0,0.0,2018
ROUND 4,15/09/2018,16:00,INTER,0,1,PARMA,,,,,0.0,3.0,2018
ROUND 4,15/09/2018,19:00,NAPOLI,1,0,FIORENTINA,,,,,3.0,0.0,2018
ROUND 4,15/09/2018,21:30,FROSINONE,0,5,SAMPDORIA,,,,,0.0,3.0,2018
ROUND 4,16/09/2018,13:30,ROMA,2,2,CHIEVO,,,,,1.0,1.0,2018
ROUND 4,16/09/2018,16:00,UDINESE,1,1,TORINO,,,,,1.0,1.0,2018
ROUND 4,16/09/2018,16:00,JUVENTUS,2,1,SASSUOLO,,,,,3.0,0.0,2018
ROUND 4,16/09/2018,16:00,GENOA,1,0,BOLOGNA,,,,,3.0,0.0,2018
ROUND 4,16/09/2018,19:00,EMPOLI,0,1,LAZIO,,,,,0.0,3.0,2018
ROUND 4,16/09/2018,21:30,CAGLIARI,1,1,AC MILAN,,,,,1.0,1.0,2018
ROUND 4,17/09/2018,21:30,SPAL,2,0,ATALANTA,,,,,3.0,0.0,2018
ROUND 1,19/09/2018,20:00,SAMPDORIA,1,1,FIORENTINA,,,,,1.0,1.0,2018
ROUND 5,21/09/2018,21:30,SASSUOLO,3,1,EMPOLI,,,,,3.0,0.0,2018
ROUND 5,22/09/2018,16:00,PARMA,2,0,CAGLIARI,,,,,3.0,0.0,2018
ROUND 5,22/09/2018,19:00,FIORENTINA,3,0,SPAL,,,,,3.0,0.0,2018
ROUND 5,22/09/2018,21:30,SAMPDORIA,0,1,INTER,,,,,0.0,3.0,2018
ROUND 5,23/09/2018,13:30,TORINO,1,3,NAPOLI,,,,,0.0,3.0,2018
ROUND 5,23/09/2018,16:00,LAZIO,4,1,GENOA,,,,,3.0,0.0,2018
ROUND 5,23/09/2018,16:00,CHIEVO,0,2,UDINESE,,,,,0.0,3.0,2018
ROUND 5,23/09/2018,16:00,BOLOGNA,2,0,ROMA,,,,,3.0,0.0,2018
ROUND 5,23/09/2018,19:00,AC MILAN,2,2,ATALANTA,,,,,1.0,1.0,2018
ROUND 5,23/09/2018,21:30,FROSINONE,0,2,JUVENTUS,,,,,0.0,3.0,2018
ROUND 6,25/09/2018,22:00,INTER,2,1,FIORENTINA,,,,,3.0,0.0,2018
ROUND 6,26/09/2018,20:00,UDINESE,1,2,LAZIO,,,,,0.0,3.0,2018
ROUND 6,26/09/2018,22:00,ROMA,4,0,FROSINONE,,,,,3.0,0.0,2018
ROUND 6,26/09/2018,22:00,NAPOLI,3,0,PARMA,,,,,3.0,0.0,2018
ROUND 6,26/09/2018,22:00,JUVENTUS,2,0,BOLOGNA,,,,,3.0,0.0,2018
ROUND 6,26/09/2018,22:00,GENOA,2,0,CHIEVO,,,,,3.0,0.0,2018
ROUND 6,26/09/2018,22:00,CAGLIARI,0,0,SAMPDORIA,,,,,1.0,1.0,2018
ROUND 6,26/09/2018,22:00,ATALANTA,0,0,TORINO,,,,,1.0,1.0,2018
ROUND 6,27/09/2018,20:00,SPAL,0,2,SASSUOLO,,,,,0.0,3.0,2018
ROUND 6,27/09/2018,22:00,EMPOLI,1,1,AC MILAN,,,,,1.0,1.0,2018
ROUND 7,29/09/2018,16:00,ROMA,3,1,LAZIO,,,,,3.0,0.0,2018
ROUND 7,29/09/2018,19:00,JUVENTUS,3,1,NAPOLI,,,,,3.0,0.0,2018
ROUND 7,29/09/2018,21:30,INTER,2,0,CAGLIARI,,,,,3.0,0.0,2018
ROUND 7,30/09/2018,13:30,BOLOGNA,2,1,UDINESE,,,,,3.0,0.0,2018
ROUND 7,30/09/2018,16:00,FROSINONE,1,2,GENOA,,,,,0.0,3.0,2018
ROUND 7,30/09/2018,16:00,FIORENTINA,2,0,ATALANTA,,,,,3.0,0.0,2018
ROUND 7,30/09/2018,16:00,CHIEVO,0,1,TORINO,,,,,0.0,3.0,2018
ROUND 7,30/09/2018,19:00,PARMA,1,0,EMPOLI,,,,,3.0,0.0,2018
ROUND 7,30/09/2018,21:30,SASSUOLO,1,4,AC MILAN,,,,,0.0,3.0,2018
ROUND 7,01/10/2018,21:30,SAMPDORIA,2,1,SPAL,,,,,3.0,0.0,2018
ROUND 8,05/10/2018,21:30,TORINO,3,2,FROSINONE,,,,,3.0,0.0,2018
ROUND 8,06/10/2018,16:00,CAGLIARI,2,0,BOLOGNA,,,,,3.0,0.0,2018
ROUND 8,06/10/2018,19:00,UDINESE,0,2,JUVENTUS,,,,,0.0,3.0,2018
ROUND 8,06/10/2018,21:30,EMPOLI,0,2,ROMA,,,,,0.0,3.0,2018
ROUND 8,07/10/2018,13:30,GENOA,1,3,PARMA,,,,,0.0,3.0,2018
ROUND 8,07/10/2018,16:00,AC MILAN,3,1,CHIEVO,,,,,3.0,0.0,2018
ROUND 8,07/10/2018,16:00,LAZIO,1,0,FIORENTINA,,,,,3.0,0.0,2018
ROUND 8,07/10/2018,16:00,ATALANTA,0,1,SAMPDORIA,,,,,0.0,3.0,2018
ROUND 8,07/10/2018,19:00,NAPOLI,2,0,SASSUOLO,,,,,3.0,0.0,2018
ROUND 8,07/10/2018,21:30,SPAL,1,2,INTER,,,,,0.0,3.0,2018
ROUND 9,20/10/2018,16:00,ROMA,0,2,SPAL,,,,,0.0,3.0,2018
ROUND 9,20/10/2018,19:00,JUVENTUS,1,1,GENOA,,,,,1.0,1.0,2018
ROUND 9,20/10/2018,21:30,UDINESE,0,3,NAPOLI,,,,,0.0,3.0,2018
ROUND 9,21/10/2018,13:30,FROSINONE,3,3,EMPOLI,,,,,1.0,1.0,2018
ROUND 9,21/10/2018,16:00,PARMA,0,2,LAZIO,,,,,0.0,3.0,2018
ROUND 9,21/10/2018,16:00,CHIEVO,1,5,ATALANTA,,,,,0.0,3.0,2018
ROUND 9,21/10/2018,16:00,BOLOGNA,2,2,TORINO,,,,,1.0,1.0,2018
ROUND 9,21/10/2018,19:00,FIORENTINA,1,1,CAGLIARI,,,,,1.0,1.0,2018
