Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
ROUND 1,27/08/2005,19:00,LIVORNO,2,1,LECCE,,,,,3.0,0.0,2005
ROUND 1,27/08/2005,21:35,FIORENTINA,2,1,SAMPDORIA,,,,,3.0,0.0,2005
ROUND 1,28/08/2005,16:00,LAZIO,1,0,ACR MESSINA,,,,,3.0,0.0,2005
ROUND 1,28/08/2005,16:00,ASCOLI,1,1,AC MILAN,,,,,1.0,1.0,2005
ROUND 1,28/08/2005,16:00,INTER,3,0,TREVISO,,,,,3.0,0.0,2005
ROUND 1,28/08/2005,16:00,PARMA,1,1,PALERMO,,,,,1.0,1.0,2005
ROUND 1,28/08/2005,16:00,REGGINA,0,3,ROMA,,,,,0.0,3.0,2005
ROUND 1,28/08/2005,16:00,ROBUR SIENA,2,1,CAGLIARI,,,,,3.0,0.0,2005
ROUND 1,28/08/2005,16:00,UDINESE,1,0,EMPOLI,,,,,3.0,0.0,2005
ROUND 1,28/08/2005,21:35,JUVENTUS,1,0,CHIEVO,,,,,3.0,0.0,2005
ROUND 2,10/09/2005,19:00,PALERMO,3,2,INTER,,,,,3.0,0.0,2005
ROUND 2,10/09/2005,21:30,AC MILAN,3,1,ROBUR SIENA,,,,,3.0,0.0,2005
ROUND 2,11/09/2005,16:00,EMPOLI,0,4,JUVENTUS,,,,,0.0,3.0,2005
ROUND 2,11/09/2005,16:00,CHIEVO,1,0,PARMA,,,,,3.0,0.0,2005
ROUND 2,11/09/2005,16:00,ACR MESSINA,2,2,FIORENTINA,,,,,1.0,1.0,2005
ROUND 2,11/09/2005,16:00,LECCE,0,0,ASCOLI,,,,,1.0,1.0,2005
ROUND 2,11/09/2005,16:00,TREVISO,0,1,LIVORNO,,,,,0.0,3.0,2005
ROUND 2,11/09/2005,16:00,SAMPDORIA,3,2,REGGINA,,,,,3.0,0.0,2005
