Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
second-round,08/08/2015,21:30,SPEZIA,1,0,BRESCIA,,,,,3.0,0.0,2015
second-round,08/08/2015,21:30,LIVORNO,0,0,ANCONA,2,0,,,3.0,0.0,2015
second-round,09/08/2015,18:00,MODENA,3,0,TUTTOCUOIO,,,,,3.0,0.0,2015
second-round,09/08/2015,20:00,TERAMO,0,2,CITTADELLA,,,,,0.0,3.0,2015
second-round,09/08/2015,21:00,VIRTUS LANCIANO,0,2,JUVE STABIA,,,,,0.0,3.0,2015
second-round,09/08/2015,21:00,VICENZA,0,0,COSENZA,1,1,4,2,3.0,0.0,2015
second-round,09/08/2015,21:00,AVELLINO,3,0,CASERTANA,,,,,3.0,0.0,2015
second-round,09/08/2015,21:30,TRAPANI,1,0,COMO,,,,,3.0,0.0,2015
second-round,09/08/2015,21:30,TERNANA,2,0,BASSANO VIRTUS,,,,,3.0,0.0,2015
second-round,09/08/2015,21:30,PRO VERCELLI,1,2,ALESSANDRIA,,,,,0.0,3.0,2015
second-round,09/08/2015,21:30,PERUGIA,3,1,REGGIANA,,,,,3.0,0.0,2015
second-round,09/08/2015,21:30,NOVARA,5,0,L AQUILA,,,,,3.0,0.0,2015
second-round,09/08/2015,21:45,CROTONE,1,0,FERALPISALO,,,,,3.0,0.0,2015
second-round,09/08/2015,21:45,CESENA,4,0,LECCE,,,,,3.0,0.0,2015
second-round,09/08/2015,21:45,SALERNITANA,1,0,PISA,,,,,3.0,0.0,2015
second-round,09/08/2015,21:45,PESCARA,2,0,SUDTIROL,,,,,3.0,0.0,2015
second-round,09/08/2015,21:45,LATINA,1,4,PAVIA,,,,,0.0,3.0,2015
second-round,09/08/2015,22:00,CAGLIARI,5,0,VIRTUS ENTELLA,,,,,3.0,0.0,2015
second-round,09/08/2015,22:00,BARI,1,2,FOGGIA,,,,,0.0,3.0,2015
second-round,10/08/2015,21:30,CATANIA,3,0,SPAL,,,,,3.0,0.0,2015
third-round,14/08/2015,21:45,CROTONE,1,0,TERNANA,,,,,3.0,0.0,2015
third-round,14/08/2015,22:00,BOLOGNA,0,1,PAVIA,,,,,0.0,3.0,2015
third-round,15/08/2015,19:00,EMPOLI,0,1,VICENZA,,,,,0.0,3.0,2015
third-round,15/08/2015,21:30,TRAPANI,1,1,CAGLIARI,1,1,2,4,0.0,3.0,2015
third-round,15/08/2015,21:30,ALESSANDRIA,1,0,JUVE STABIA,,,,,3.0,0.0,2015
third-round,15/08/2015,21:30,SASSUOLO,2,0,MODENA,,,,,3.0,0.0,2015
third-round,15/08/2015,21:30,VERONA,3,1,FOGGIA,,,,,3.0,0.0,2015
third-round,15/08/2015,21:45,ATALANTA,3,0,CITTADELLA,,,,,3.0,0.0,2015
third-round,15/08/2015,21:45,FROSINONE,0,0,SPEZIA,0,0,5,6,0.0,3.0,2015
third-round,15/08/2015,22:00,PALERMO,2,1,AVELLINO,,,,,3.0,0.0,2015
third-round,16/08/2015,19:30,UDINESE,3,1,NOVARA,,,,,3.0,0.0,2015
third-round,16/08/2015,21:30,CARPI,0,0,LIVORNO,2,0,,,3.0,0.0,2015
third-round,16/08/2015,22:15,TORINO,4,1,PESCARA,,,,,3.0,0.0,2015
third-round,17/08/2015,20:00,CHIEVO,0,0,SALERNITANA,0,1,,,0.0,3.0,2015
third-round,17/08/2015,22:00,AC MILAN,2,0,PERUGIA,,,,,3.0,0.0,2015
third-round,20/08/2015,21:30,CATANIA,1,4,CESENA,,,,,0.0,3.0,2015
fourth-round,01/12/2015,16:00,SPEZIA,2,0,SALERNITANA,,,,,3.0,0.0,2015
fourth-round,01/12/2015,19:00,TORINO,4,1,CESENA,,,,,3.0,0.0,2015
fourth-round,01/12/2015,22:00,AC MILAN,1,1,CROTONE,3,1,,,3.0,0.0,2015
fourth-round,02/12/2015,16:00,PALERMO,2,3,ALESSANDRIA,,,,,0.0,3.0,2015
fourth-round,02/12/2015,19:00,VERONA,1,0,PAVIA,,,,,3.0,0.0,2015
fourth-round,02/12/2015,22:00,UDINESE,3,1,ATALANTA,,,,,3.0,0.0,2015
fourth-round,03/12/2015,19:00,CARPI,2,1,VICENZA,,,,,3.0,0.0,2015
fourth-round,03/12/2015,22:00,SASSUOLO,0,1,CAGLIARI,,,,,0.0,3.0,2015
