Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
ROUND 32,17/02/2022,19:45,SHERIFF TIRASPOL,2,0,SC BRAGA,,,,,3.0,0.0,2021
ROUND 32,17/02/2022,19:45,BORUSSIA DORTMUND,2,4,RANGERS,,,,,0.0,3.0,2021
ROUND 32,17/02/2022,19:45,BARCELONA,1,1,NAPOLI,,,,,1.0,1.0,2021
ROUND 32,17/02/2022,19:45,ZENIT SAINT PETERSBURG,2,3,BETIS,,,,,0.0,3.0,2021
ROUND 32,17/02/2022,22:00,ATALANTA,2,1,OLYMPIACOS PIRAEUS,,,,,3.0,0.0,2021
ROUND 32,17/02/2022,22:00,SEVILLA,3,1,DINAMO ZAGREB,,,,,3.0,0.0,2021
ROUND 32,17/02/2022,22:00,FC PORTO,2,1,LAZIO,,,,,3.0,0.0,2021
ROUND 32,17/02/2022,22:00,RB LEIPZIG,2,2,REAL SOCIEDAD,,,,,1.0,1.0,2021
ROUND 32,24/02/2022,19:45,DINAMO ZAGREB,1,0,SEVILLA,,,,,3.0,0.0,2021
ROUND 32,24/02/2022,19:45,LAZIO,2,2,FC PORTO,,,,,1.0,1.0,2021
ROUND 32,24/02/2022,19:45,REAL SOCIEDAD,1,3,RB LEIPZIG,,,,,0.0,3.0,2021
ROUND 32,24/02/2022,19:45,OLYMPIACOS PIRAEUS,0,3,ATALANTA,,,,,0.0,3.0,2021
ROUND 32,24/02/2022,22:00,RANGERS,2,2,BORUSSIA DORTMUND,,,,,1.0,1.0,2021
ROUND 32,24/02/2022,22:00,BETIS,0,0,ZENIT SAINT PETERSBURG,,,,,1.0,1.0,2021
ROUND 32,24/02/2022,22:00,SC BRAGA,2,0,SHERIFF TIRASPOL,2,0,3,2,3.0,0.0,2021
ROUND 32,24/02/2022,22:00,NAPOLI,2,4,BARCELONA,,,,,0.0,3.0,2021
ROUND 16,09/03/2022,19:45,BETIS,1,2,EINTRACHT FRANKFURT,,,,,0.0,3.0,2021
ROUND 16,09/03/2022,19:45,FC PORTO,0,1,LYON,,,,,0.0,3.0,2021
ROUND 16,10/03/2022,19:45,RB LEIPZIG,,,SPARTAK MOSCOW,,,,,,,2021
ROUND 16,10/03/2022,19:45,SEVILLA,1,0,WEST HAM,,,,,3.0,0.0,2021
ROUND 16,10/03/2022,22:00,ATALANTA,3,2,BAYER LEVERKUSEN,,,,,3.0,0.0,2021
ROUND 16,10/03/2022,22:00,RANGERS,3,0,CRVENA ZVEZDA,,,,,3.0,0.0,2021
ROUND 16,10/03/2022,22:00,BARCELONA,0,0,GALATASARAY,,,,,1.0,1.0,2021
ROUND 16,10/03/2022,22:00,SC BRAGA,2,0,MONACO,,,,,3.0,0.0,2021
ROUND 16,17/03/2022,19:45,CRVENA ZVEZDA,2,1,RANGERS,,,,,3.0,0.0,2021
ROUND 16,17/03/2022,19:45,GALATASARAY,1,2,BARCELONA,,,,,0.0,3.0,2021
ROUND 16,17/03/2022,19:45,MONACO,1,1,SC BRAGA,,,,,1.0,1.0,2021
ROUND 16,17/03/2022,19:45,BAYER LEVERKUSEN,0,1,ATALANTA,,,,,0.0,3.0,2021
