Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
group-stage,18/09/2018,19:55,BARCELONA,4,0,PSV,,,,,3.0,0.0,2018
group-stage,18/09/2018,19:55,INTER,2,1,TOTTENHAM,,,,,3.0,0.0,2018
group-stage,18/09/2018,22:00,LIVERPOOL,3,2,PARIS SAINT GERMAIN,,,,,3.0,0.0,2018
group-stage,18/09/2018,22:00,CRVENA ZVEZDA,0,0,NAPOLI,,,,,1.0,1.0,2018
group-stage,18/09/2018,22:00,GALATASARAY,3,0,LOKOMOTIV MOSCOW,,,,,3.0,0.0,2018
group-stage,18/09/2018,22:00,FC SCHALKE 04,1,1,FC PORTO,,,,,1.0,1.0,2018
group-stage,18/09/2018,22:00,CLUB BRUGGE,0,1,BORUSSIA DORTMUND,,,,,0.0,3.0,2018
group-stage,18/09/2018,22:00,MONACO,1,2,ATLETICO MADRID,,,,,0.0,3.0,2018
group-stage,19/09/2018,19:55,AJAX,3,0,AEK ATHENS,,,,,3.0,0.0,2018
group-stage,19/09/2018,19:55,SHAKHTAR DONETSK,2,2,1899 HOFFENHEIM,,,,,1.0,1.0,2018
group-stage,19/09/2018,22:00,MANCHESTER CITY,1,2,LYON,,,,,0.0,3.0,2018
group-stage,19/09/2018,22:00,VIKTORIA PLZEN,2,2,CSKA MOSCOW,,,,,1.0,1.0,2018
group-stage,19/09/2018,22:00,REAL MADRID,3,0,ROMA,,,,,3.0,0.0,2018
group-stage,19/09/2018,22:00,BSC YOUNG BOYS,0,3,MANCHESTER UTD,,,,,0.0,3.0,2018
group-stage,19/09/2018,22:00,BENFICA,0,2,BAYERN MUNICH,,,,,0.0,3.0,2018
group-stage,19/09/2018,22:00,VALENCIA,0,2,JUVENTUS,,,,,0.0,3.0,2018
group-stage,02/10/2018,19:55,1899 HOFFENHEIM,1,2,MANCHESTER CITY,,,,,0.0,3.0,2018
group-stage,02/10/2018,19:55,JUVENTUS,3,0,BSC YOUNG BOYS,,,,,3.0,0.0,2018
group-stage,02/10/2018,22:00,LYON,2,2,SHAKHTAR DONETSK,,,,,1.0,1.0,2018
group-stage,02/10/2018,22:00,CSKA MOSCOW,1,0,REAL MADRID,,,,,3.0,0.0,2018
group-stage,02/10/2018,22:00,ROMA,5,0,VIKTORIA PLZEN,,,,,3.0,0.0,2018
group-stage,02/10/2018,22:00,BAYERN MUNICH,1,1,AJAX,,,,,1.0,1.0,2018
group-stage,02/10/2018,22:00,MANCHESTER UTD,0,0,VALENCIA,,,,,1.0,1.0,2018
group-stage,02/10/2018,22:00,AEK ATHENS,2,3,BENFICA,,,,,0.0,3.0,2018
