Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
group-stage,19/09/2013,20:00,MACCABI TEL AVIV,0,0,APOEL,,,,,1.0,1.0,2013
group-stage,19/09/2013,20:00,VALENCIA,0,3,SWANSEA,,,,,0.0,3.0,2013
group-stage,19/09/2013,20:00,STANDARD LIEGE,1,2,ESBJERG,,,,,0.0,3.0,2013
group-stage,19/09/2013,20:00,RED BULL SALZBURG,4,0,IF ELFSBORG,,,,,3.0,0.0,2013
group-stage,19/09/2013,20:00,PSV,0,2,LUDOGORETS,,,,,0.0,3.0,2013
group-stage,19/09/2013,20:00,DINAMO ZAGREB,1,2,CHORNOMORETS ODESA,,,,,0.0,3.0,2013
group-stage,19/09/2013,20:00,FC ST. GALLEN,2,0,KUBAN,,,,,3.0,0.0,2013
group-stage,19/09/2013,20:00,EINTRACHT FRANKFURT,3,0,BORDEAUX,,,,,3.0,0.0,2013
group-stage,19/09/2013,20:00,PANDURII TG JIU,0,1,DNIPRO DNIPROPETROVSK,,,,,0.0,3.0,2013
group-stage,19/09/2013,20:00,FIORENTINA,3,0,PACOS FERREIRA,,,,,3.0,0.0,2013
group-stage,19/09/2013,20:00,MARIBOR,2,5,RUBIN,,,,,0.0,3.0,2013
group-stage,19/09/2013,20:00,ZULTE-WAREGEM,0,0,WIGAN,,,,,1.0,1.0,2013
group-stage,19/09/2013,22:05,BETIS,0,0,LYON,,,,,1.0,1.0,2013
group-stage,19/09/2013,22:05,ESTORIL,1,2,SEVILLA,,,,,0.0,3.0,2013
group-stage,19/09/2013,22:05,SC FREIBURG,2,2,SLOVAN LIBEREC,,,,,1.0,1.0,2013
group-stage,19/09/2013,22:05,FC THUN,1,0,RAPID VIENNA,,,,,3.0,0.0,2013
group-stage,19/09/2013,22:05,DYNAMO KYIV,0,1,GENK,,,,,0.0,3.0,2013
group-stage,19/09/2013,22:05,SHERIFF TIRASPOL,0,0,ANZHI,,,,,1.0,1.0,2013
group-stage,19/09/2013,22:05,LAZIO,1,0,LEGIA WARSZAWA,,,,,3.0,0.0,2013
group-stage,19/09/2013,22:05,APOLLON LIMASSOL,1,2,TRABZONSPOR,,,,,0.0,3.0,2013
group-stage,19/09/2013,22:05,VITORIA GUIMARAES,4,0,HNK RIJEKA,,,,,3.0,0.0,2013
group-stage,19/09/2013,22:05,MACCABI HAIFA,0,1,AZ ALKMAAR,,,,,0.0,3.0,2013
group-stage,19/09/2013,22:05,PAOK,2,1,SHAKHTER KARAGANDY,,,,,3.0,0.0,2013
group-stage,19/09/2013,22:05,TOTTENHAM,3,0,TROMSO,,,,,3.0,0.0,2013
group-stage,03/10/2013,19:00,ANZHI,0,2,TOTTENHAM,,,,,0.0,3.0,2013
group-stage,03/10/2013,19:00,RUBIN,4,0,ZULTE-WAREGEM,,,,,3.0,0.0,2013
group-stage,03/10/2013,19:00,KUBAN,0,2,VALENCIA,,,,,0.0,3.0,2013
group-stage,03/10/2013,19:00,SHAKHTER KARAGANDY,2,2,MACCABI HAIFA,,,,,1.0,1.0,2013
group-stage,03/10/2013,20:00,AZ ALKMAAR,1,1,PAOK,,,,,1.0,1.0,2013
group-stage,03/10/2013,20:00,TROMSO,1,1,SHERIFF TIRASPOL,,,,,1.0,1.0,2013
group-stage,03/10/2013,20:00,TRABZONSPOR,3,3,LAZIO,,,,,1.0,1.0,2013
group-stage,03/10/2013,20:00,LEGIA WARSZAWA,0,1,APOLLON LIMASSOL,,,,,0.0,3.0,2013
group-stage,03/10/2013,20:00,LYON,1,1,VITORIA GUIMARAES,,,,,1.0,1.0,2013
group-stage,03/10/2013,20:00,HNK RIJEKA,1,1,BETIS,,,,,1.0,1.0,2013
group-stage,03/10/2013,20:00,SLOVAN LIBEREC,2,1,ESTORIL,,,,,3.0,0.0,2013
group-stage,03/10/2013,20:00,SEVILLA,2,0,SC FREIBURG,,,,,3.0,0.0,2013
group-stage,03/10/2013,20:00,GENK,2,1,FC THUN,,,,,3.0,0.0,2013
group-stage,03/10/2013,20:00,RAPID VIENNA,2,2,DYNAMO KYIV,,,,,1.0,1.0,2013
group-stage,03/10/2013,22:05,BORDEAUX,1,2,MACCABI TEL AVIV,,,,,0.0,3.0,2013
