Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
group-stage,14/09/2010,21:45,FC COPENHAGEN,1,0,RUBIN,,,,,3.0,0.0,2010
group-stage,14/09/2010,21:45,BENFICA,2,0,HAPOEL TEL AVIV,,,,,3.0,0.0,2010
group-stage,14/09/2010,21:45,MANCHESTER UTD,0,0,RANGERS,,,,,1.0,1.0,2010
group-stage,14/09/2010,21:45,BURSASPOR,0,4,VALENCIA,,,,,0.0,3.0,2010
group-stage,14/09/2010,21:45,BARCELONA,5,1,PANATHINAIKOS,,,,,3.0,0.0,2010
group-stage,14/09/2010,21:45,TWENTE,2,2,INTER,,,,,1.0,1.0,2010
group-stage,14/09/2010,21:45,WERDER BREMEN,2,2,TOTTENHAM,,,,,1.0,1.0,2010
group-stage,14/09/2010,21:45,LYON,1,0,FC SCHALKE 04,,,,,3.0,0.0,2010
group-stage,15/09/2010,21:45,BAYERN MUNICH,2,0,ROMA,,,,,3.0,0.0,2010
group-stage,15/09/2010,21:45,CFR 1907 CLUJ,2,1,FC BASEL 1893,,,,,3.0,0.0,2010
group-stage,15/09/2010,21:45,REAL MADRID,2,0,AJAX,,,,,3.0,0.0,2010
group-stage,15/09/2010,21:45,AC MILAN,2,0,AUXERRE,,,,,3.0,0.0,2010
group-stage,15/09/2010,21:45,ARSENAL,6,0,SC BRAGA,,,,,3.0,0.0,2010
group-stage,15/09/2010,21:45,SHAKHTAR DONETSK,1,0,FK PARTIZAN,,,,,3.0,0.0,2010
group-stage,15/09/2010,21:45,MARSEILLE,0,1,SPARTAK MOSCOW,,,,,0.0,3.0,2010
group-stage,15/09/2010,21:45,MSK ZILINA,1,4,CHELSEA,,,,,0.0,3.0,2010
group-stage,28/09/2010,19:30,SPARTAK MOSCOW,3,0,MSK ZILINA,,,,,3.0,0.0,2010
group-stage,28/09/2010,21:45,AJAX,1,1,AC MILAN,,,,,1.0,1.0,2010
group-stage,28/09/2010,21:45,FK PARTIZAN,1,3,ARSENAL,,,,,0.0,3.0,2010
group-stage,28/09/2010,21:45,SC BRAGA,0,3,SHAKHTAR DONETSK,,,,,0.0,3.0,2010
group-stage,28/09/2010,21:45,AUXERRE,0,1,REAL MADRID,,,,,0.0,3.0,2010
group-stage,28/09/2010,21:45,FC BASEL 1893,1,2,BAYERN MUNICH,,,,,0.0,3.0,2010
group-stage,28/09/2010,21:45,ROMA,2,1,CFR 1907 CLUJ,,,,,3.0,0.0,2010
group-stage,28/09/2010,21:45,CHELSEA,2,0,MARSEILLE,,,,,3.0,0.0,2010
group-stage,29/09/2010,19:30,RUBIN,1,1,BARCELONA,,,,,1.0,1.0,2010
group-stage,29/09/2010,21:45,RANGERS,1,0,BURSASPOR,,,,,3.0,0.0,2010
group-stage,29/09/2010,21:45,PANATHINAIKOS,0,2,FC COPENHAGEN,,,,,0.0,3.0,2010
group-stage,29/09/2010,21:45,HAPOEL TEL AVIV,1,3,LYON,,,,,0.0,3.0,2010
group-stage,29/09/2010,21:45,FC SCHALKE 04,2,0,BENFICA,,,,,3.0,0.0,2010
group-stage,29/09/2010,21:45,VALENCIA,0,1,MANCHESTER UTD,,,,,0.0,3.0,2010
group-stage,29/09/2010,21:45,TOTTENHAM,4,1,TWENTE,,,,,3.0,0.0,2010
group-stage,29/09/2010,21:45,INTER,4,0,WERDER BREMEN,,,,,3.0,0.0,2010
group-stage,19/10/2010,19:30,SPARTAK MOSCOW,0,2,CHELSEA,,,,,0.0,3.0,2010
group-stage,19/10/2010,21:45,SC BRAGA,2,0,FK PARTIZAN,,,,,3.0,0.0,2010
group-stage,19/10/2010,21:45,ARSENAL,5,1,SHAKHTAR DONETSK,,,,,3.0,0.0,2010
group-stage,19/10/2010,21:45,AJAX,2,1,AUXERRE,,,,,3.0,0.0,2010
group-stage,19/10/2010,21:45,REAL MADRID,2,0,AC MILAN,,,,,3.0,0.0,2010
group-stage,19/10/2010,21:45,ROMA,1,3,FC BASEL 1893,,,,,0.0,3.0,2010
group-stage,19/10/2010,21:45,BAYERN MUNICH,3,2,CFR 1907 CLUJ,,,,,3.0,0.0,2010
group-stage,19/10/2010,21:45,MARSEILLE,1,0,MSK ZILINA,,,,,3.0,0.0,2010
group-stage,20/10/2010,21:45,INTER,4,3,TOTTENHAM,,,,,3.0,0.0,2010
group-stage,20/10/2010,21:45,TWENTE,1,1,WERDER BREMEN,,,,,1.0,1.0,2010
group-stage,20/10/2010,21:45,MANCHESTER UTD,1,0,BURSASPOR,,,,,3.0,0.0,2010
group-stage,20/10/2010,21:45,PANATHINAIKOS,0,0,RUBIN,,,,,1.0,1.0,2010
group-stage,20/10/2010,21:45,FC SCHALKE 04,3,1,HAPOEL TEL AVIV,,,,,3.0,0.0,2010
group-stage,20/10/2010,21:45,LYON,2,0,BENFICA,,,,,3.0,0.0,2010
group-stage,20/10/2010,21:45,RANGERS,1,1,VALENCIA,,,,,1.0,1.0,2010
group-stage,20/10/2010,21:45,BARCELONA,2,0,FC COPENHAGEN,,,,,3.0,0.0,2010
group-stage,02/11/2010,19:30,RUBIN,0,0,PANATHINAIKOS,,,,,1.0,1.0,2010
group-stage,02/11/2010,21:45,TOTTENHAM,3,1,INTER,,,,,3.0,0.0,2010
group-stage,02/11/2010,21:45,WERDER BREMEN,0,2,TWENTE,,,,,0.0,3.0,2010
group-stage,02/11/2010,21:45,HAPOEL TEL AVIV,0,0,FC SCHALKE 04,,,,,1.0,1.0,2010
group-stage,02/11/2010,21:45,FC COPENHAGEN,1,1,BARCELONA,,,,,1.0,1.0,2010
group-stage,02/11/2010,21:45,BENFICA,4,3,LYON,,,,,3.0,0.0,2010
group-stage,02/11/2010,21:45,VALENCIA,3,0,RANGERS,,,,,3.0,0.0,2010
group-stage,02/11/2010,21:45,BURSASPOR,0,3,MANCHESTER UTD,,,,,0.0,3.0,2010
