Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
OCTOBER,30/10/2021,16:00,LA TOUR SAINT-CLAIR,1,6,LYON DUCHERE,,,,,0.0,3.0,2021
OCTOBER,30/10/2021,17:00,ES SAINT MAMET,0,6,VILLEFRANCHE,,,,,0.0,3.0,2021
SIXTH ROUND,30/10/2021,17:00,OM AIRE SUR LA LYS,1,1,TOURCOING,,,11,12,0.0,3.0,2021
SIXTH ROUND,30/10/2021,18:00,GAZELEC FC AJACCIO,3,0,CORTE,,,,,3.0,0.0,2021
SIXTH ROUND,30/10/2021,18:00,PLUVIGNER,0,2,LIFFRE,,,,,0.0,3.0,2021
OCTOBER,30/10/2021,18:00,NEUVILLE CS,1,0,VAULX-EN-VELIN,,,,,3.0,0.0,2021
OCTOBER,30/10/2021,18:00,LANGLADE BERNIS,0,0,ALBERES-ARGELES,,,6,5,3.0,0.0,2021
SIXTH ROUND,30/10/2021,18:00,HAGENTHAL WENTZWILLER,0,2,MULHOUSE,,,,,0.0,3.0,2021
OCTOBER,30/10/2021,18:00,ES BRESSANE MARBOZ,0,2,ANDREZIEUX,,,,,0.0,3.0,2021
SIXTH ROUND,30/10/2021,18:00,BLANC MESNIL,2,3,BOBIGNY AC,,,,,0.0,3.0,2021
SIXTH ROUND,30/10/2021,18:00,SAINT-QUENTIN,0,0,WASQUEHAL,,,3,4,0.0,3.0,2021
SIXTH ROUND,30/10/2021,18:00,BILLY MONTIGNY,0,2,FEIGNIES AULNOYE,,,,,0.0,3.0,2021
SIXTH ROUND,30/10/2021,18:00,MAUBEUGE,2,3,CHAMBLY OISE,,,,,0.0,3.0,2021
OCTOBER,30/10/2021,18:00,ES CANNET ROCHEVILLE,3,0,US MARSEILLE ENDOUME,,,,,3.0,0.0,2021
SIXTH ROUND,30/10/2021,19:00,CONCARNEAU,1,1,STADE BRIOCHIN,,,3,4,0.0,3.0,2021
SIXTH ROUND,30/10/2021,19:00,VITRE,0,0,GARDE SAINT-IVY PONTIVY,,,7,6,3.0,0.0,2021
SIXTH ROUND,30/10/2021,19:00,GRANVILLE US,1,3,AG CAEN,,,,,0.0,3.0,2021
SIXTH ROUND,30/10/2021,19:00,ALENCON US,0,3,EVREUX,,,,,0.0,3.0,2021
OCTOBER,30/10/2021,19:00,OUEST TOURANGEAU,0,0,CHATEAUROUX,,,5,3,3.0,0.0,2021
OCTOBER,30/10/2021,19:00,SAINT-CHAMOND,2,2,BOURG-EN-BRESSE 01,,,8,9,0.0,3.0,2021
OCTOBER,30/10/2021,19:00,TOULOUSE METROPOLE,3,1,AS ROUSSON,,,,,3.0,0.0,2021
OCTOBER,30/10/2021,19:00,FC ROCHE ST GENEST,1,1,HAUTS LYONNAIS,,,3,4,0.0,3.0,2021
OCTOBER,30/10/2021,19:00,SEYSSES FROUZINS,0,2,CANET ROUSSILLON,,,,,0.0,3.0,2021
OCTOBER,30/10/2021,19:00,CHAMBERY,1,0,RUMILLY,,,,,3.0,0.0,2021
OCTOBER,30/10/2021,19:00,TORCY,2,4,CHATOU,,,,,0.0,3.0,2021
SIXTH ROUND,30/10/2021,19:00,MOISSY CRAMAYEL US,5,4,LILAS FC,,,,,3.0,0.0,2021
OCTOBER,30/10/2021,19:00,VIERZON,1,0,TOURS,,,,,3.0,0.0,2021
OCTOBER,30/10/2021,19:00,SAINT-FLOUR,1,4,LE PUY,,,,,0.0,3.0,2021
OCTOBER,30/10/2021,19:00,REVEL,0,0,AGDE,,,6,7,0.0,3.0,2021
OCTOBER,30/10/2021,19:00,CHAMALIERES FC,0,1,MOULINS YZEURE,,,,,0.0,3.0,2021
SIXTH ROUND,30/10/2021,19:00,CHAMPAGNOLE,2,4,MORTEAU-MONTLEBON,,,,,0.0,3.0,2021
