Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
ROUND 1,21/08/2020,20:00,BORDEAUX,0,0,NANTES,,,,,1.0,1.0,2020
ROUND 1,22/08/2020,18:00,DIJON,0,1,ANGERS,,,,,0.0,3.0,2020
ROUND 1,22/08/2020,22:00,LILLE,1,1,RENNES,,,,,1.0,1.0,2020
ROUND 1,23/08/2020,14:00,MONACO,2,2,REIMS,,,,,1.0,1.0,2020
ROUND 1,23/08/2020,16:00,LORIENT,3,1,STRASBOURG,,,,,3.0,0.0,2020
ROUND 1,23/08/2020,16:00,NIMES,4,0,STADE BRESTOIS 29,,,,,3.0,0.0,2020
ROUND 1,23/08/2020,18:00,NICE,2,1,LENS,,,,,3.0,0.0,2020
ROUND 2,28/08/2020,22:00,LYON,4,1,DIJON,,,,,3.0,0.0,2020
ROUND 2,29/08/2020,18:00,RENNES,2,1,MONTPELLIER,,,,,3.0,0.0,2020
ROUND 2,29/08/2020,22:00,STRASBOURG,0,2,NICE,,,,,0.0,3.0,2020
ROUND 2,30/08/2020,14:00,REIMS,0,1,LILLE,,,,,0.0,3.0,2020
ROUND 2,30/08/2020,16:00,ANGERS,0,2,BORDEAUX,,,,,0.0,3.0,2020
ROUND 2,30/08/2020,16:00,METZ,0,1,MONACO,,,,,0.0,3.0,2020
ROUND 2,30/08/2020,16:00,ST ETIENNE,2,0,LORIENT,,,,,3.0,0.0,2020
ROUND 2,30/08/2020,16:00,NANTES,2,1,NIMES,,,,,3.0,0.0,2020
ROUND 2,30/08/2020,22:00,STADE BRESTOIS 29,2,3,MARSEILLE,,,,,0.0,3.0,2020
ROUND 2,10/09/2020,22:00,LENS,1,0,PARIS SAINT GERMAIN,,,,,3.0,0.0,2020
ROUND 3,11/09/2020,22:00,BORDEAUX,0,0,LYON,,,,,1.0,1.0,2020
ROUND 3,12/09/2020,18:00,MONTPELLIER,3,1,NICE,,,,,3.0,0.0,2020
ROUND 3,12/09/2020,22:00,ST ETIENNE,2,0,STRASBOURG,,,,,3.0,0.0,2020
ROUND 3,13/09/2020,14:00,LILLE,1,0,METZ,,,,,3.0,0.0,2020
ROUND 3,13/09/2020,16:00,LORIENT,2,3,LENS,,,,,0.0,3.0,2020
ROUND 3,13/09/2020,16:00,NIMES,2,4,RENNES,,,,,0.0,3.0,2020
