Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
eighth-round,07/12/2019,14:30,RIVIERES 70,0,2,BOURG-EN-BRESSE 01,,,,,0.0,3.0,2019
eighth-round,07/12/2019,14:30,COTE CHAUDE,0,1,LE PUY,,,,,0.0,3.0,2019
eighth-round,07/12/2019,14:30,AS PRIX-LES-MEZIERES,3,1,QUEVILLY,,,,,3.0,0.0,2019
eighth-round,07/12/2019,14:30,VANDOEUVRE,2,2,RED STAR FC 93,2,3,,,0.0,3.0,2019
eighth-round,07/12/2019,15:00,ANNECY,1,2,CHAMBLY OISE,,,,,0.0,3.0,2019
eighth-round,07/12/2019,15:15,STADE PONTIVYEN,0,1,LORIENT,,,,,0.0,3.0,2019
eighth-round,07/12/2019,15:15,CHARTRES,0,1,CAEN,,,,,0.0,3.0,2019
eighth-round,07/12/2019,16:00,COURNON,0,2,NIORT,,,,,0.0,3.0,2019
eighth-round,07/12/2019,16:00,TOURS,1,1,CLUB FRANCISCAIN,2,1,,,3.0,0.0,2019
eighth-round,07/12/2019,16:00,ST PRYVE ST HILAIRE,6,0,SAINT-GEORGE,,,,,3.0,0.0,2019
eighth-round,07/12/2019,16:00,HOMBOURG HAUT,2,1,AUXERRE,,,,,3.0,0.0,2019
eighth-round,07/12/2019,17:00,GUICHEN FC,2,1,LE RHEU,,,,,3.0,0.0,2019
eighth-round,07/12/2019,17:30,RAON L ETAPE,6,2,BOULAY,,,,,3.0,0.0,2019
eighth-round,07/12/2019,18:00,POITIERS,1,3,RODEZ,,,,,0.0,3.0,2019
eighth-round,07/12/2019,18:00,SAINT-QUENTIN,1,3,GRANDE-SYNTHE,,,,,0.0,3.0,2019
eighth-round,07/12/2019,18:00,CHILLY,0,0,FABREGUES,0,1,,,0.0,3.0,2019
eighth-round,07/12/2019,18:00,MULHOUSE,2,3,EPINAL,,,,,0.0,3.0,2019
eighth-round,07/12/2019,19:00,MONTCEAU BOURGOGNE,3,0,RACING BESANCON,,,,,3.0,0.0,2019
eighth-round,07/12/2019,19:00,BERGERAC PERIGORD,0,0,TRELISSAC FC,0,0,6,7,0.0,3.0,2019
eighth-round,07/12/2019,19:00,SABLE-SUR-SARTHE FC,2,0,CONCARNEAU,,,,,3.0,0.0,2019
eighth-round,07/12/2019,19:00,GONFREVILLE,1,1,CRETEIL,5,2,,,3.0,0.0,2019
eighth-round,07/12/2019,19:00,CHATEAUBRIANT,0,0,STADE BRIOCHIN,0,0,5,6,0.0,3.0,2019
eighth-round,07/12/2019,19:00,CROIX FOOTBALL IC,0,1,ENTENTE SSG,,,,,0.0,3.0,2019
eighth-round,07/12/2019,19:00,GRASSE,1,2,ATHLETICO MARSEILLE,,,,,0.0,3.0,2019
eighth-round,07/12/2019,19:00,BAYONNE,4,1,FONTENAY LE COMTE,,,,,3.0,0.0,2019
eighth-round,07/12/2019,19:00,CHALLANS,1,1,COLOMIERS,1,1,3,1,3.0,0.0,2019
eighth-round,07/12/2019,19:00,LIMONEST,0,0,VILLEFRANCHE,2,1,,,3.0,0.0,2019
eighth-round,07/12/2019,19:00,PLABENNEC,0,2,GRANVILLE US,,,,,0.0,3.0,2019
eighth-round,07/12/2019,19:00,ANGOULEME,5,1,SAINT-FLOUR,,,,,3.0,0.0,2019
eighth-round,07/12/2019,19:00,ROUEN,1,0,ORLEANS,,,,,3.0,0.0,2019
eighth-round,07/12/2019,19:30,FREJUS-SAINT-RAPHAEL,1,1,OLYMPIQUE ALES,1,1,5,3,3.0,0.0,2019
eighth-round,07/12/2019,20:00,MARSSAC,1,4,PAU,,,,,0.0,3.0,2019
eighth-round,08/12/2019,00:00,JEUNESSE EVOLUTION,0,2,BELFORT,,,,,0.0,3.0,2019
eighth-round,08/12/2019,13:30,SAINT-PIERROISE,1,1,THAON,1,1,5,3,3.0,0.0,2019
eighth-round,08/12/2019,14:30,LINAS MONTLHERY,3,1,EVREUX,,,,,3.0,0.0,2019
eighth-round,08/12/2019,14:30,REIMS SAINTE-ANNE,1,0,DUNKERQUE,,,,,3.0,0.0,2019
eighth-round,08/12/2019,14:30,NANTERRE,1,2,BASTIA-BORGO,,,,,0.0,3.0,2019
eighth-round,08/12/2019,14:30,SENLIS,0,1,LE PORTEL STADE,,,,,0.0,3.0,2019
eighth-round,08/12/2019,14:45,DIEPPE,2,1,LENS,,,,,3.0,0.0,2019
eighth-round,08/12/2019,15:00,OLYMPIQUE VALENCE,0,0,PARIS FC,0,1,,,0.0,3.0,2019
eighth-round,08/12/2019,15:30,AF VIROIS,0,3,VERSAILLES 78 FC,,,,,0.0,3.0,2019
eighth-round,08/12/2019,16:00,LES HERBIERS,1,1,LE MANS,1,2,,,0.0,3.0,2019
eighth-round,08/12/2019,16:00,STRASBOURG VAUBAN,1,3,NANCY,,,,,0.0,3.0,2019
eighth-round,08/12/2019,16:00,TOURCOING,1,2,VALENCIENNES,,,,,0.0,3.0,2019
round-64,03/01/2020,21:55,BORDEAUX,2,0,LE MANS,,,,,3.0,0.0,2019
round-64,04/01/2020,14:00,GUICHEN FC,1,2,CAEN,,,,,0.0,3.0,2019
round-64,04/01/2020,14:00,VERSAILLES 78 FC,1,2,GRANVILLE US,,,,,0.0,3.0,2019
round-64,04/01/2020,14:00,FABREGUES,0,2,PARIS FC,,,,,0.0,3.0,2019
round-64,04/01/2020,14:00,NIORT,1,2,SAINT-PIERROISE,,,,,0.0,3.0,2019
round-64,04/01/2020,14:00,BAYONNE,0,2,NANTES,,,,,0.0,3.0,2019
round-64,04/01/2020,16:00,STADE BRIOCHIN,1,1,GONFREVILLE,1,1,3,4,0.0,3.0,2019
round-64,04/01/2020,16:00,MONACO,2,1,REIMS,,,,,3.0,0.0,2019
round-64,04/01/2020,16:00,LE PORTEL STADE,1,4,STRASBOURG,,,,,0.0,3.0,2019
round-64,04/01/2020,16:00,TOURS,2,2,NIMES,2,2,2,4,0.0,3.0,2019
round-64,04/01/2020,19:00,BELFORT,3,0,MONTCEAU BOURGOGNE,,,,,3.0,0.0,2019
round-64,04/01/2020,19:00,ST PRYVE ST HILAIRE,1,0,TOULOUSE,,,,,3.0,0.0,2019
round-64,04/01/2020,19:00,SABLE-SUR-SARTHE FC,2,2,PAU,2,2,2,4,0.0,3.0,2019
round-64,04/01/2020,19:00,ATHLETICO MARSEILLE,2,1,RODEZ,,,,,3.0,0.0,2019
round-64,04/01/2020,19:00,RENNES,0,0,AMIENS,0,0,5,4,3.0,0.0,2019
round-64,04/01/2020,19:00,RED STAR FC 93,2,1,CHAMBLY OISE,,,,,3.0,0.0,2019
round-64,04/01/2020,19:00,ANGOULEME,3,1,CHALLANS,,,,,3.0,0.0,2019
round-64,04/01/2020,21:55,BOURG-EN-BRESSE 01,0,7,LYON,,,,,0.0,3.0,2019
round-64,05/01/2020,15:15,TRELISSAC FC,1,1,MARSEILLE,1,1,2,4,0.0,3.0,2019
round-64,05/01/2020,15:15,REIMS SAINTE-ANNE,0,1,MONTPELLIER,,,,,0.0,3.0,2019
round-64,05/01/2020,15:15,LORIENT,1,1,STADE BRESTOIS 29,2,1,,,3.0,0.0,2019
round-64,05/01/2020,15:15,BASTIA-BORGO,0,3,ST ETIENNE,,,,,0.0,3.0,2019
round-64,05/01/2020,15:15,RAON L ETAPE,2,3,LILLE,,,,,0.0,3.0,2019
