Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
ROUND 1,13/08/2005,14:45,EVERTON,0,2,MANCHESTER UTD,,,,,0.0,3.0,2005
ROUND 1,13/08/2005,17:00,WEST HAM,3,1,BLACKBURN,,,,,3.0,0.0,2005
ROUND 1,13/08/2005,17:00,MANCHESTER CITY,0,0,WEST BROM,,,,,1.0,1.0,2005
ROUND 1,13/08/2005,17:00,SUNDERLAND,1,3,CHARLTON,,,,,0.0,3.0,2005
ROUND 1,13/08/2005,17:00,PORTSMOUTH,0,2,TOTTENHAM,,,,,0.0,3.0,2005
ROUND 1,13/08/2005,17:00,ASTON VILLA,2,2,BOLTON,,,,,1.0,1.0,2005
ROUND 1,13/08/2005,17:00,FULHAM,0,0,BIRMINGHAM,,,,,1.0,1.0,2005
ROUND 1,13/08/2005,19:15,MIDDLESBROUGH,0,0,LIVERPOOL,,,,,1.0,1.0,2005
ROUND 1,14/08/2005,15:30,ARSENAL,2,0,NEWCASTLE,,,,,3.0,0.0,2005
ROUND 1,14/08/2005,18:00,WIGAN,0,1,CHELSEA,,,,,0.0,3.0,2005
ROUND 2,20/08/2005,14:45,MANCHESTER UTD,1,0,ASTON VILLA,,,,,3.0,0.0,2005
ROUND 2,20/08/2005,17:00,WEST BROM,2,1,PORTSMOUTH,,,,,3.0,0.0,2005
ROUND 2,20/08/2005,17:00,NEWCASTLE,0,0,WEST HAM,,,,,1.0,1.0,2005
ROUND 2,20/08/2005,17:00,TOTTENHAM,2,0,MIDDLESBROUGH,,,,,3.0,0.0,2005
ROUND 2,20/08/2005,17:00,CHARLTON,1,0,WIGAN,,,,,3.0,0.0,2005
ROUND 2,20/08/2005,17:00,BLACKBURN,2,1,FULHAM,,,,,3.0,0.0,2005
ROUND 2,20/08/2005,17:15,LIVERPOOL,1,0,SUNDERLAND,,,,,3.0,0.0,2005
ROUND 2,20/08/2005,19:15,BIRMINGHAM,1,2,MANCHESTER CITY,,,,,0.0,3.0,2005
