Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
ROUND 1,11/08/2007,14:45,SUNDERLAND,1,0,TOTTENHAM,,,,,3.0,0.0,2007
ROUND 1,11/08/2007,17:00,MIDDLESBROUGH,1,2,BLACKBURN,,,,,0.0,3.0,2007
ROUND 1,11/08/2007,17:00,EVERTON,2,1,WIGAN,,,,,3.0,0.0,2007
ROUND 1,11/08/2007,17:00,DERBY,2,2,PORTSMOUTH,,,,,1.0,1.0,2007
ROUND 1,11/08/2007,17:00,WEST HAM,0,2,MANCHESTER CITY,,,,,0.0,3.0,2007
ROUND 1,11/08/2007,17:00,BOLTON,1,3,NEWCASTLE,,,,,0.0,3.0,2007
ROUND 1,11/08/2007,19:15,ASTON VILLA,1,2,LIVERPOOL,,,,,0.0,3.0,2007
ROUND 1,12/08/2007,14:00,ARSENAL,2,1,FULHAM,,,,,3.0,0.0,2007
ROUND 1,12/08/2007,15:30,CHELSEA,3,2,BIRMINGHAM,,,,,3.0,0.0,2007
ROUND 1,12/08/2007,18:00,MANCHESTER UTD,0,0,READING,,,,,1.0,1.0,2007
ROUND 2,14/08/2007,22:00,TOTTENHAM,1,3,EVERTON,,,,,0.0,3.0,2007
ROUND 2,15/08/2007,21:45,FULHAM,2,1,BOLTON,,,,,3.0,0.0,2007
ROUND 2,15/08/2007,21:45,PORTSMOUTH,1,1,MANCHESTER UTD,,,,,1.0,1.0,2007
ROUND 2,15/08/2007,21:45,MANCHESTER CITY,1,0,DERBY,,,,,3.0,0.0,2007
ROUND 2,15/08/2007,21:45,BIRMINGHAM,2,2,SUNDERLAND,,,,,1.0,1.0,2007
ROUND 2,15/08/2007,22:00,WIGAN,1,0,MIDDLESBROUGH,,,,,3.0,0.0,2007
ROUND 2,15/08/2007,22:00,READING,1,2,CHELSEA,,,,,0.0,3.0,2007
ROUND 3,18/08/2007,14:45,PORTSMOUTH,3,1,BOLTON,,,,,3.0,0.0,2007
ROUND 3,18/08/2007,17:00,WIGAN,3,0,SUNDERLAND,,,,,3.0,0.0,2007
ROUND 3,18/08/2007,17:00,FULHAM,1,2,MIDDLESBROUGH,,,,,0.0,3.0,2007
ROUND 3,18/08/2007,17:00,BIRMINGHAM,0,1,WEST HAM,,,,,0.0,3.0,2007
ROUND 3,18/08/2007,17:00,TOTTENHAM,4,0,DERBY,,,,,3.0,0.0,2007
ROUND 3,18/08/2007,17:00,READING,1,0,EVERTON,,,,,3.0,0.0,2007
ROUND 3,18/08/2007,19:15,NEWCASTLE,0,0,ASTON VILLA,,,,,1.0,1.0,2007
ROUND 3,19/08/2007,15:30,MANCHESTER CITY,1,0,MANCHESTER UTD,,,,,3.0,0.0,2007
ROUND 3,19/08/2007,17:00,BLACKBURN,1,1,ARSENAL,,,,,1.0,1.0,2007
ROUND 3,19/08/2007,18:00,LIVERPOOL,1,1,CHELSEA,,,,,1.0,1.0,2007
ROUND 4,25/08/2007,14:45,SUNDERLAND,0,2,LIVERPOOL,,,,,0.0,3.0,2007
ROUND 4,25/08/2007,17:00,CHELSEA,1,0,PORTSMOUTH,,,,,3.0,0.0,2007
ROUND 4,25/08/2007,17:00,BOLTON,3,0,READING,,,,,3.0,0.0,2007
ROUND 4,25/08/2007,17:00,ARSENAL,1,0,MANCHESTER CITY,,,,,3.0,0.0,2007
ROUND 4,25/08/2007,17:00,ASTON VILLA,2,1,FULHAM,,,,,3.0,0.0,2007
ROUND 4,25/08/2007,17:00,WEST HAM,1,1,WIGAN,,,,,1.0,1.0,2007
ROUND 4,25/08/2007,17:00,DERBY,1,2,BIRMINGHAM,,,,,0.0,3.0,2007
ROUND 4,25/08/2007,19:15,EVERTON,1,1,BLACKBURN,,,,,1.0,1.0,2007
ROUND 4,26/08/2007,15:35,MIDDLESBROUGH,2,2,NEWCASTLE,,,,,1.0,1.0,2007
ROUND 4,26/08/2007,18:00,MANCHESTER UTD,1,0,TOTTENHAM,,,,,3.0,0.0,2007
ROUND 5,01/09/2007,17:00,NEWCASTLE,1,0,WIGAN,,,,,3.0,0.0,2007
ROUND 5,01/09/2007,17:00,READING,0,3,WEST HAM,,,,,0.0,3.0,2007
ROUND 5,01/09/2007,17:00,FULHAM,3,3,TOTTENHAM,,,,,1.0,1.0,2007
ROUND 5,01/09/2007,17:00,BOLTON,1,2,EVERTON,,,,,0.0,3.0,2007
ROUND 5,01/09/2007,17:00,MIDDLESBROUGH,2,0,BIRMINGHAM,,,,,3.0,0.0,2007
ROUND 5,01/09/2007,17:00,LIVERPOOL,6,0,DERBY,,,,,3.0,0.0,2007
ROUND 5,01/09/2007,19:15,MANCHESTER UTD,1,0,SUNDERLAND,,,,,3.0,0.0,2007
ROUND 5,02/09/2007,15:30,ARSENAL,3,1,PORTSMOUTH,,,,,3.0,0.0,2007
ROUND 5,02/09/2007,17:00,BLACKBURN,1,0,MANCHESTER CITY,,,,,3.0,0.0,2007
ROUND 5,02/09/2007,18:00,ASTON VILLA,2,0,CHELSEA,,,,,3.0,0.0,2007
ROUND 6,15/09/2007,14:00,EVERTON,0,1,MANCHESTER UTD,,,,,0.0,3.0,2007
ROUND 6,15/09/2007,14:45,PORTSMOUTH,0,0,LIVERPOOL,,,,,1.0,1.0,2007
ROUND 6,15/09/2007,15:30,TOTTENHAM,1,3,ARSENAL,,,,,0.0,3.0,2007
ROUND 6,15/09/2007,17:00,SUNDERLAND,2,1,READING,,,,,3.0,0.0,2007
ROUND 6,15/09/2007,17:00,WIGAN,1,1,FULHAM,,,,,1.0,1.0,2007
ROUND 6,15/09/2007,17:00,WEST HAM,3,0,MIDDLESBROUGH,,,,,3.0,0.0,2007
ROUND 6,15/09/2007,17:00,BIRMINGHAM,1,0,BOLTON,,,,,3.0,0.0,2007
ROUND 6,15/09/2007,19:15,CHELSEA,0,0,BLACKBURN,,,,,1.0,1.0,2007
ROUND 6,16/09/2007,18:00,MANCHESTER CITY,1,0,ASTON VILLA,,,,,3.0,0.0,2007
ROUND 6,17/09/2007,22:00,DERBY,1,0,NEWCASTLE,,,,,3.0,0.0,2007
ROUND 7,22/09/2007,17:00,MIDDLESBROUGH,2,2,SUNDERLAND,,,,,1.0,1.0,2007
ROUND 7,22/09/2007,17:00,LIVERPOOL,0,0,BIRMINGHAM,,,,,1.0,1.0,2007
ROUND 7,22/09/2007,17:00,READING,2,1,WIGAN,,,,,3.0,0.0,2007
ROUND 7,22/09/2007,17:00,ARSENAL,5,0,DERBY,,,,,3.0,0.0,2007
ROUND 7,22/09/2007,19:15,FULHAM,3,3,MANCHESTER CITY,,,,,1.0,1.0,2007
ROUND 7,23/09/2007,15:30,NEWCASTLE,3,1,WEST HAM,,,,,3.0,0.0,2007
ROUND 7,23/09/2007,16:00,ASTON VILLA,2,0,EVERTON,,,,,3.0,0.0,2007
ROUND 7,23/09/2007,17:00,BLACKBURN,0,1,PORTSMOUTH,,,,,0.0,3.0,2007
ROUND 7,23/09/2007,17:00,BOLTON,1,1,TOTTENHAM,,,,,1.0,1.0,2007
ROUND 7,23/09/2007,18:00,MANCHESTER UTD,2,0,CHELSEA,,,,,3.0,0.0,2007
ROUND 8,29/09/2007,14:45,MANCHESTER CITY,3,1,NEWCASTLE,,,,,3.0,0.0,2007
ROUND 8,29/09/2007,17:00,WEST HAM,0,1,ARSENAL,,,,,0.0,3.0,2007
ROUND 8,29/09/2007,17:00,SUNDERLAND,1,2,BLACKBURN,,,,,0.0,3.0,2007
ROUND 8,29/09/2007,17:00,PORTSMOUTH,7,4,READING,,,,,3.0,0.0,2007
ROUND 8,29/09/2007,17:00,WIGAN,0,1,LIVERPOOL,,,,,0.0,3.0,2007
ROUND 8,29/09/2007,17:00,CHELSEA,0,0,FULHAM,,,,,1.0,1.0,2007
ROUND 8,29/09/2007,17:00,DERBY,1,1,BOLTON,,,,,1.0,1.0,2007
ROUND 8,29/09/2007,19:15,BIRMINGHAM,0,1,MANCHESTER UTD,,,,,0.0,3.0,2007
ROUND 8,30/09/2007,18:00,EVERTON,2,0,MIDDLESBROUGH,,,,,3.0,0.0,2007
ROUND 8,01/10/2007,22:00,TOTTENHAM,4,4,ASTON VILLA,,,,,1.0,1.0,2007
ROUND 9,06/10/2007,14:45,MANCHESTER UTD,4,0,WIGAN,,,,,3.0,0.0,2007
ROUND 9,06/10/2007,17:00,ASTON VILLA,1,0,WEST HAM,,,,,3.0,0.0,2007
ROUND 9,07/10/2007,14:00,ARSENAL,3,2,SUNDERLAND,,,,,3.0,0.0,2007
ROUND 9,07/10/2007,16:00,READING,1,0,DERBY,,,,,3.0,0.0,2007
ROUND 9,07/10/2007,17:00,MANCHESTER CITY,3,1,MIDDLESBROUGH,,,,,3.0,0.0,2007
ROUND 9,07/10/2007,17:00,NEWCASTLE,3,2,EVERTON,,,,,3.0,0.0,2007
ROUND 9,07/10/2007,17:00,LIVERPOOL,2,2,TOTTENHAM,,,,,1.0,1.0,2007
ROUND 9,07/10/2007,17:00,BOLTON,0,1,CHELSEA,,,,,0.0,3.0,2007
ROUND 9,07/10/2007,17:00,BLACKBURN,2,1,BIRMINGHAM,,,,,3.0,0.0,2007
ROUND 9,07/10/2007,18:10,FULHAM,0,2,PORTSMOUTH,,,,,0.0,3.0,2007
ROUND 10,20/10/2007,14:45,EVERTON,1,2,LIVERPOOL,,,,,0.0,3.0,2007
ROUND 10,20/10/2007,17:00,WIGAN,0,2,PORTSMOUTH,,,,,0.0,3.0,2007
ROUND 10,20/10/2007,17:00,MANCHESTER CITY,1,0,BIRMINGHAM,,,,,3.0,0.0,2007
ROUND 10,20/10/2007,17:00,MIDDLESBROUGH,0,2,CHELSEA,,,,,0.0,3.0,2007
ROUND 10,20/10/2007,17:00,BLACKBURN,4,2,READING,,,,,3.0,0.0,2007
ROUND 10,20/10/2007,17:00,FULHAM,0,0,DERBY,,,,,1.0,1.0,2007
ROUND 10,20/10/2007,17:00,ARSENAL,2,0,BOLTON,,,,,3.0,0.0,2007
ROUND 10,20/10/2007,19:15,ASTON VILLA,1,4,MANCHESTER UTD,,,,,0.0,3.0,2007
ROUND 10,21/10/2007,18:00,WEST HAM,3,1,SUNDERLAND,,,,,3.0,0.0,2007
ROUND 10,22/10/2007,22:00,NEWCASTLE,3,1,TOTTENHAM,,,,,3.0,0.0,2007
ROUND 11,27/10/2007,17:00,SUNDERLAND,1,1,FULHAM,,,,,1.0,1.0,2007
ROUND 11,27/10/2007,17:00,READING,2,1,NEWCASTLE,,,,,3.0,0.0,2007
ROUND 11,27/10/2007,17:00,MANCHESTER UTD,4,1,MIDDLESBROUGH,,,,,3.0,0.0,2007
ROUND 11,27/10/2007,17:00,CHELSEA,6,0,MANCHESTER CITY,,,,,3.0,0.0,2007
ROUND 11,27/10/2007,17:00,BIRMINGHAM,3,2,WIGAN,,,,,3.0,0.0,2007
ROUND 11,27/10/2007,19:15,PORTSMOUTH,0,0,WEST HAM,,,,,1.0,1.0,2007
ROUND 11,28/10/2007,15:30,BOLTON,1,1,ASTON VILLA,,,,,1.0,1.0,2007
ROUND 11,28/10/2007,16:00,DERBY,0,2,EVERTON,,,,,0.0,3.0,2007
ROUND 11,28/10/2007,17:00,TOTTENHAM,1,2,BLACKBURN,,,,,0.0,3.0,2007
ROUND 11,28/10/2007,18:00,LIVERPOOL,1,1,ARSENAL,,,,,1.0,1.0,2007
ROUND 12,03/11/2007,14:45,ARSENAL,2,2,MANCHESTER UTD,,,,,1.0,1.0,2007
ROUND 12,03/11/2007,17:00,WIGAN,0,2,CHELSEA,,,,,0.0,3.0,2007
ROUND 12,03/11/2007,17:00,NEWCASTLE,1,4,PORTSMOUTH,,,,,0.0,3.0,2007
