Round,Date,Time,Home_Team,Home_Score,Away_Score,Away_Team,Home_Score_AET,Away_Score_AET,Home_Penalties,Away_Penalties,Home_Points,Away_Points,season
ROUND 1,18/08/2012,17:00,READING,1,1,STOKE CITY,,,,,1.0,1.0,2012
ROUND 1,18/08/2012,17:00,QPR,0,5,SWANSEA,,,,,0.0,3.0,2012
ROUND 1,18/08/2012,17:00,WEST HAM,1,0,ASTON VILLA,,,,,3.0,0.0,2012
ROUND 1,18/08/2012,17:00,WEST BROM,3,0,LIVERPOOL,,,,,3.0,0.0,2012
ROUND 1,18/08/2012,17:00,FULHAM,5,0,NORWICH,,,,,3.0,0.0,2012
ROUND 1,18/08/2012,17:00,ARSENAL,0,0,SUNDERLAND,,,,,1.0,1.0,2012
ROUND 1,18/08/2012,19:30,NEWCASTLE,2,1,TOTTENHAM,,,,,3.0,0.0,2012
ROUND 1,19/08/2012,15:30,WIGAN,0,2,CHELSEA,,,,,0.0,3.0,2012
ROUND 1,19/08/2012,18:00,MANCHESTER CITY,3,2,SOUTHAMPTON,,,,,3.0,0.0,2012
ROUND 1,20/08/2012,22:00,EVERTON,1,0,MANCHESTER UTD,,,,,3.0,0.0,2012
ROUND 3,22/08/2012,21:45,CHELSEA,4,2,READING,,,,,3.0,0.0,2012
ROUND 2,25/08/2012,14:45,SWANSEA,3,0,WEST HAM,,,,,3.0,0.0,2012
ROUND 2,25/08/2012,17:00,ASTON VILLA,1,3,EVERTON,,,,,0.0,3.0,2012
ROUND 2,25/08/2012,17:00,MANCHESTER UTD,3,2,FULHAM,,,,,3.0,0.0,2012
ROUND 2,25/08/2012,17:00,NORWICH,1,1,QPR,,,,,1.0,1.0,2012
ROUND 2,25/08/2012,17:00,SOUTHAMPTON,0,2,WIGAN,,,,,0.0,3.0,2012
ROUND 2,25/08/2012,17:00,TOTTENHAM,1,1,WEST BROM,,,,,1.0,1.0,2012
ROUND 2,25/08/2012,19:30,CHELSEA,2,0,NEWCASTLE,,,,,3.0,0.0,2012
ROUND 2,26/08/2012,15:30,STOKE CITY,0,0,ARSENAL,,,,,1.0,1.0,2012
ROUND 2,26/08/2012,18:00,LIVERPOOL,2,2,MANCHESTER CITY,,,,,1.0,1.0,2012
ROUND 3,01/09/2012,14:45,WEST HAM,3,0,FULHAM,,,,,3.0,0.0,2012
ROUND 3,01/09/2012,17:00,WEST BROM,2,0,EVERTON,,,,,3.0,0.0,2012
ROUND 3,01/09/2012,17:00,TOTTENHAM,1,1,NORWICH,,,,,1.0,1.0,2012
ROUND 3,01/09/2012,17:00,WIGAN,2,2,STOKE CITY,,,,,1.0,1.0,2012
ROUND 3,01/09/2012,17:00,SWANSEA,2,2,SUNDERLAND,,,,,1.0,1.0,2012
ROUND 3,01/09/2012,19:30,MANCHESTER CITY,3,1,QPR,,,,,3.0,0.0,2012
ROUND 3,02/09/2012,15:30,LIVERPOOL,0,2,ARSENAL,,,,,0.0,3.0,2012
ROUND 3,02/09/2012,18:00,NEWCASTLE,1,1,ASTON VILLA,,,,,1.0,1.0,2012
ROUND 3,02/09/2012,18:00,SOUTHAMPTON,2,3,MANCHESTER UTD,,,,,0.0,3.0,2012
ROUND 4,15/09/2012,14:45,NORWICH,0,0,WEST HAM,,,,,1.0,1.0,2012
ROUND 4,15/09/2012,17:00,STOKE CITY,1,1,MANCHESTER CITY,,,,,1.0,1.0,2012
ROUND 4,15/09/2012,17:00,FULHAM,3,0,WEST BROM,,,,,3.0,0.0,2012
ROUND 4,15/09/2012,17:00,ARSENAL,6,1,SOUTHAMPTON,,,,,3.0,0.0,2012
ROUND 4,15/09/2012,17:00,ASTON VILLA,2,0,SWANSEA,,,,,3.0,0.0,2012
ROUND 4,15/09/2012,17:00,QPR,0,0,CHELSEA,,,,,1.0,1.0,2012
ROUND 4,15/09/2012,17:00,MANCHESTER UTD,4,0,WIGAN,,,,,3.0,0.0,2012
ROUND 4,15/09/2012,19:30,SUNDERLAND,1,1,LIVERPOOL,,,,,1.0,1.0,2012
ROUND 4,16/09/2012,18:00,READING,1,3,TOTTENHAM,,,,,0.0,3.0,2012
ROUND 4,17/09/2012,22:00,EVERTON,2,2,NEWCASTLE,,,,,1.0,1.0,2012
ROUND 5,22/09/2012,14:45,SWANSEA,0,3,EVERTON,,,,,0.0,3.0,2012
ROUND 5,22/09/2012,17:00,CHELSEA,1,0,STOKE CITY,,,,,3.0,0.0,2012
ROUND 5,22/09/2012,17:00,WEST HAM,1,1,SUNDERLAND,,,,,1.0,1.0,2012
ROUND 5,22/09/2012,17:00,WEST BROM,1,0,READING,,,,,3.0,0.0,2012
ROUND 5,22/09/2012,17:00,SOUTHAMPTON,4,1,ASTON VILLA,,,,,3.0,0.0,2012
ROUND 5,22/09/2012,17:00,WIGAN,1,2,FULHAM,,,,,0.0,3.0,2012
ROUND 5,23/09/2012,15:30,LIVERPOOL,1,2,MANCHESTER UTD,,,,,0.0,3.0,2012
ROUND 5,23/09/2012,17:00,NEWCASTLE,1,0,NORWICH,,,,,3.0,0.0,2012
ROUND 5,23/09/2012,18:00,MANCHESTER CITY,1,1,ARSENAL,,,,,1.0,1.0,2012
ROUND 5,23/09/2012,18:00,TOTTENHAM,2,1,QPR,,,,,3.0,0.0,2012
ROUND 6,29/09/2012,14:45,ARSENAL,1,2,CHELSEA,,,,,0.0,3.0,2012
ROUND 6,29/09/2012,17:00,EVERTON,3,1,SOUTHAMPTON,,,,,3.0,0.0,2012
ROUND 6,29/09/2012,17:00,FULHAM,1,2,MANCHESTER CITY,,,,,0.0,3.0,2012
ROUND 6,29/09/2012,17:00,READING,2,2,NEWCASTLE,,,,,1.0,1.0,2012
ROUND 6,29/09/2012,17:00,NORWICH,2,5,LIVERPOOL,,,,,0.0,3.0,2012
ROUND 6,29/09/2012,17:00,STOKE CITY,2,0,SWANSEA,,,,,3.0,0.0,2012
ROUND 6,29/09/2012,17:00,SUNDERLAND,1,0,WIGAN,,,,,3.0,0.0,2012
ROUND 6,29/09/2012,19:30,MANCHESTER UTD,2,3,TOTTENHAM,,,,,0.0,3.0,2012
ROUND 6,30/09/2012,18:00,ASTON VILLA,1,1,WEST BROM,,,,,1.0,1.0,2012
ROUND 6,01/10/2012,22:00,QPR,1,2,WEST HAM,,,,,0.0,3.0,2012
ROUND 7,06/10/2012,14:45,MANCHESTER CITY,3,0,SUNDERLAND,,,,,3.0,0.0,2012
ROUND 7,06/10/2012,17:00,WEST BROM,3,2,QPR,,,,,3.0,0.0,2012
ROUND 7,06/10/2012,17:00,SWANSEA,2,2,READING,,,,,1.0,1.0,2012
ROUND 7,06/10/2012,17:00,CHELSEA,4,1,NORWICH,,,,,3.0,0.0,2012
ROUND 7,06/10/2012,17:00,WIGAN,2,2,EVERTON,,,,,1.0,1.0,2012
ROUND 7,06/10/2012,19:30,WEST HAM,1,3,ARSENAL,,,,,0.0,3.0,2012
ROUND 7,07/10/2012,15:30,SOUTHAMPTON,2,2,FULHAM,,,,,1.0,1.0,2012
ROUND 7,07/10/2012,17:00,TOTTENHAM,2,0,ASTON VILLA,,,,,3.0,0.0,2012
ROUND 7,07/10/2012,17:00,LIVERPOOL,0,0,STOKE CITY,,,,,1.0,1.0,2012
ROUND 7,07/10/2012,18:00,NEWCASTLE,0,3,MANCHESTER UTD,,,,,0.0,3.0,2012
ROUND 8,20/10/2012,14:45,TOTTENHAM,2,4,CHELSEA,,,,,0.0,3.0,2012
ROUND 8,20/10/2012,17:00,MANCHESTER UTD,4,2,STOKE CITY,,,,,3.0,0.0,2012
